id,database_url,sample_id,date_collected,location,host,depth,viromics,core_processor,Final greenhouse GWC (%),Freezer location,GWC %,H2O amount (ml),H2O atom perc,Lab dried GWC (%),Time of sampling,Vial size (ml),Weight (gr),Weight dried (gr),Weight for DNA (gr),Weight for pH (gr),Wet Weight (gr),pH
3777,https://biotite.berkeley.edu/QRLab/3777/detail,HC9_D1_GSC,9/21/2022,HC,UCB,0-10,0,None,,,14.53601557,,,,,,,,,5.015,,4.96
3778,https://biotite.berkeley.edu/QRLab/3778/detail,HC9_D2_GSC,9/21/2022,HC,UCB,10-20,0,None,,,11.12590128,,,,,,,,,5.02,,4.965
3779,https://biotite.berkeley.edu/QRLab/3779/detail,HC9_D3_GSC,9/21/2022,HC,UCB,20-30,0,None,,,9.088010204,,,,,,,,,5.149,,5.105
3780,https://biotite.berkeley.edu/QRLab/3780/detail,HC9_D4_GSC,9/21/2022,HC,UCB,30-50,0,None,,,7.901962778,,,,,,,,,5.134,,5.225
3781,https://biotite.berkeley.edu/QRLab/3781/detail,HC9_D5_GSC,9/21/2022,HC,UCB,50-80,0,None,,,9.374311522,,,,,,,,,5.091,,5.33
3782,https://biotite.berkeley.edu/QRLab/3782/detail,HC9_D6_GSC,9/21/2022,HC,UCB,80-90,0,AK,,,9.758656873,,,,,,,,,5.055,,5.375
3783,https://biotite.berkeley.edu/QRLab/3783/detail,AA9_D1_DNA-RNA,9/21/2022,AA,UCB,0-10,0,None,,,,,,,,,,,,,,
3784,https://biotite.berkeley.edu/QRLab/3784/detail,AA9_D2_DNA-RNA,9/21/2022,AA,UCB,10-20,0,None,,,,,,,,,,,,,,
3785,https://biotite.berkeley.edu/QRLab/3785/detail,AA9_D3_DNA-RNA,9/21/2022,AA,UCB,20-30,0,None,,,,,,,,,,,,,,
3786,https://biotite.berkeley.edu/QRLab/3786/detail,AA9_D4_DNA-RNA,9/21/2022,AA,UCB,30-50,0,None,,,,,,,,,,,,,,
3787,https://biotite.berkeley.edu/QRLab/3787/detail,AA9_D5_DNA-RNA,9/21/2022,AA,UCB,50-80,0,None,,,,,,,,,,,,,,
3788,https://biotite.berkeley.edu/QRLab/3788/detail,AA9_D6_DNA-RNA,9/21/2022,AA,UCB,80-120,0,None,,,,,,,,,,,,,,
3789,https://biotite.berkeley.edu/QRLab/3789/detail,AB9_D1_DNA-RNA,9/21/2022,AB,UCB,0-10,0,None,,,,,,,,,,,,,,
3790,https://biotite.berkeley.edu/QRLab/3790/detail,AB9_D2_DNA-RNA,9/21/2022,AB,UCB,10-20,0,None,,,,,,,,,,,,,,
3791,https://biotite.berkeley.edu/QRLab/3791/detail,AB9_D3_DNA-RNA,9/21/2022,AB,UCB,20-30,0,None,,,,,,,,,,,,,,
3792,https://biotite.berkeley.edu/QRLab/3792/detail,AB9_D4_DNA-RNA,9/21/2022,AB,UCB,30-50,0,None,,,,,,,,,,,,,,
3793,https://biotite.berkeley.edu/QRLab/3793/detail,AB9_D5_DNA-RNA,9/21/2022,AB,UCB,50-80,0,None,,,,,,,,,,,,,,
3794,https://biotite.berkeley.edu/QRLab/3794/detail,AB9_D6_DNA-RNA,9/21/2022,AB,UCB,80-120,0,None,,,,,,,,,,,,,,
3795,https://biotite.berkeley.edu/QRLab/3795/detail,AC9_D1_DNA-RNA,9/21/2022,AC,UCB,0-10,0,None,,,,,,,,,,,,,,
3796,https://biotite.berkeley.edu/QRLab/3796/detail,AC9_D2_DNA-RNA,9/21/2022,AC,UCB,10-20,0,None,,,,,,,,,,,,,,
3797,https://biotite.berkeley.edu/QRLab/3797/detail,AC9_D3_DNA-RNA,9/21/2022,AC,UCB,20-30,0,None,,,,,,,,,,,,,,
3798,https://biotite.berkeley.edu/QRLab/3798/detail,AC9_D4_DNA-RNA,9/21/2022,AC,UCB,30-50,0,None,,,,,,,,,,,,,,
3799,https://biotite.berkeley.edu/QRLab/3799/detail,AC9_D5_DNA-RNA,9/21/2022,AC,UCB,50-80,0,None,,,,,,,,,,,,,,
3800,https://biotite.berkeley.edu/QRLab/3800/detail,AC9_D6_DNA-RNA,9/21/2022,AC,UCB,80-120,0,None,,,,,,,,,,,,,,
3801,https://biotite.berkeley.edu/QRLab/3801/detail,HA9_D1_DNA-RNA,9/21/2022,HA,UCB,0-10,0,None,,,,,,,,,,,,,,
3802,https://biotite.berkeley.edu/QRLab/3802/detail,HA9_D2_DNA-RNA,9/21/2022,HA,UCB,10-20,0,None,,,,,,,,,,,,,,
3803,https://biotite.berkeley.edu/QRLab/3803/detail,HA9_D3_DNA-RNA,9/21/2022,HA,UCB,20-30,0,None,,,,,,,,,,,,,,
3804,https://biotite.berkeley.edu/QRLab/3804/detail,HA9_D4_DNA-RNA,9/21/2022,HA,UCB,30-50,0,None,,,,,,,,,,,,,,
3805,https://biotite.berkeley.edu/QRLab/3805/detail,HA9_D5_DNA-RNA,9/21/2022,HA,UCB,50-80,0,None,,,,,,,,,,,,,,
3806,https://biotite.berkeley.edu/QRLab/3806/detail,HA9_D6_DNA-RNA,9/21/2022,HA,UCB,80-120,0,None,,,,,,,,,,,,,,
3807,https://biotite.berkeley.edu/QRLab/3807/detail,HB9_D1_DNA-RNA,9/21/2022,HB,UCB,0-10,0,None,,,,,,,,,,,,,,
3808,https://biotite.berkeley.edu/QRLab/3808/detail,HB9_D2_DNA-RNA,9/21/2022,HB,UCB,10-20,0,None,,,,,,,,,,,,,,
3809,https://biotite.berkeley.edu/QRLab/3809/detail,HB9_D3_DNA-RNA,9/21/2022,HB,UCB,20-30,0,None,,,,,,,,,,,,,,
3810,https://biotite.berkeley.edu/QRLab/3810/detail,HB9_D4_DNA-RNA,9/21/2022,HB,UCB,30-50,0,None,,,,,,,,,,,,,,
3811,https://biotite.berkeley.edu/QRLab/3811/detail,HB9_D5_DNA-RNA,9/21/2022,HB,UCB,50-80,0,None,,,,,,,,,,,,,,
3812,https://biotite.berkeley.edu/QRLab/3812/detail,HB9_D6_DNA-RNA,9/21/2022,HB,UCB,80-120,0,None,,,,,,,,,,,,,,
3813,https://biotite.berkeley.edu/QRLab/3813/detail,HC9_D1_DNA-RNA,9/21/2022,HC,UCB,0-10,0,None,,,,,,,,,,,,,,
3814,https://biotite.berkeley.edu/QRLab/3814/detail,HC9_D2_DNA-RNA,9/21/2022,HC,UCB,10-20,0,None,,,,,,,,,,,,,,
3815,https://biotite.berkeley.edu/QRLab/3815/detail,HC9_D3_DNA-RNA,9/21/2022,HC,UCB,20-30,0,None,,,,,,,,,,,,,,
3816,https://biotite.berkeley.edu/QRLab/3816/detail,HC9_D4_DNA-RNA,9/21/2022,HC,UCB,30-50,0,None,,,,,,,,,,,,,,
3817,https://biotite.berkeley.edu/QRLab/3817/detail,HC9_D5_DNA-RNA,9/21/2022,HC,UCB,50-80,0,None,,,,,,,,,,,,,,
3818,https://biotite.berkeley.edu/QRLab/3818/detail,HC9_D6_DNA-RNA,9/21/2022,HC,UCB,80-90,0,AK,,,,,,,,,,,,,,
3819,https://biotite.berkeley.edu/QRLab/3819/detail,AA9_D1_EMSL,9/21/2022,AA,PNNL,0-10,0,None,,,,,,,,,,,,,,
3820,https://biotite.berkeley.edu/QRLab/3820/detail,AA9_D2_EMSL,9/21/2022,AA,PNNL,10-20,0,None,,,,,,,,,,,,,,
3821,https://biotite.berkeley.edu/QRLab/3821/detail,AA9_D3_EMSL,9/21/2022,AA,PNNL,20-30,0,None,,,,,,,,,,,,,,
3822,https://biotite.berkeley.edu/QRLab/3822/detail,AA9_D4_EMSL,9/21/2022,AA,PNNL,30-50,0,None,,,,,,,,,,,,,,
3823,https://biotite.berkeley.edu/QRLab/3823/detail,AA9_D5_EMSL,9/21/2022,AA,PNNL,50-80,0,None,,,,,,,,,,,,,,
3824,https://biotite.berkeley.edu/QRLab/3824/detail,AA9_D6_EMSL,9/21/2022,AA,PNNL,80-120,0,None,,,,,,,,,,,,,,
3825,https://biotite.berkeley.edu/QRLab/3825/detail,AB9_D1_EMSL,9/21/2022,AB,PNNL,0-10,0,None,,,,,,,,,,,,,,
3826,https://biotite.berkeley.edu/QRLab/3826/detail,AB9_D2_EMSL,9/21/2022,AB,PNNL,10-20,0,None,,,,,,,,,,,,,,
3827,https://biotite.berkeley.edu/QRLab/3827/detail,AB9_D3_EMSL,9/21/2022,AB,PNNL,20-30,0,None,,,,,,,,,,,,,,
3828,https://biotite.berkeley.edu/QRLab/3828/detail,AB9_D4_EMSL,9/21/2022,AB,PNNL,30-50,0,None,,,,,,,,,,,,,,
3829,https://biotite.berkeley.edu/QRLab/3829/detail,AB9_D5_EMSL,9/21/2022,AB,PNNL,50-80,0,None,,,,,,,,,,,,,,
3830,https://biotite.berkeley.edu/QRLab/3830/detail,AB9_D6_EMSL,9/21/2022,AB,PNNL,80-120,0,None,,,,,,,,,,,,,,
3831,https://biotite.berkeley.edu/QRLab/3831/detail,AC9_D1_EMSL,9/21/2022,AC,PNNL,0-10,0,None,,,,,,,,,,,,,,
3832,https://biotite.berkeley.edu/QRLab/3832/detail,AC9_D2_EMSL,9/21/2022,AC,PNNL,10-20,0,None,,,,,,,,,,,,,,
3833,https://biotite.berkeley.edu/QRLab/3833/detail,AC9_D3_EMSL,9/21/2022,AC,PNNL,20-30,0,None,,,,,,,,,,,,,,
3834,https://biotite.berkeley.edu/QRLab/3834/detail,AC9_D4_EMSL,9/21/2022,AC,PNNL,30-50,0,None,,,,,,,,,,,,,,
3835,https://biotite.berkeley.edu/QRLab/3835/detail,AC9_D5_EMSL,9/21/2022,AC,PNNL,50-80,0,None,,,,,,,,,,,,,,
3836,https://biotite.berkeley.edu/QRLab/3836/detail,AC9_D6_EMSL,9/21/2022,AC,PNNL,80-120,0,None,,,,,,,,,,,,,,
3837,https://biotite.berkeley.edu/QRLab/3837/detail,HA9_D1_EMSL,9/21/2022,HA,PNNL,0-10,0,None,,,,,,,,,,,,,,
3838,https://biotite.berkeley.edu/QRLab/3838/detail,HA9_D2_EMSL,9/21/2022,HA,PNNL,10-20,0,None,,,,,,,,,,,,,,
3839,https://biotite.berkeley.edu/QRLab/3839/detail,HA9_D3_EMSL,9/21/2022,HA,PNNL,20-30,0,None,,,,,,,,,,,,,,
3840,https://biotite.berkeley.edu/QRLab/3840/detail,HA9_D4_EMSL,9/21/2022,HA,PNNL,30-50,0,None,,,,,,,,,,,,,,
3841,https://biotite.berkeley.edu/QRLab/3841/detail,HA9_D5_EMSL,9/21/2022,HA,PNNL,50-80,0,None,,,,,,,,,,,,,,
3842,https://biotite.berkeley.edu/QRLab/3842/detail,HA9_D6_EMSL,9/21/2022,HA,PNNL,80-120,0,None,,,,,,,,,,,,,,
3843,https://biotite.berkeley.edu/QRLab/3843/detail,HB9_D1_EMSL,9/21/2022,HB,PNNL,0-10,0,None,,,,,,,,,,,,,,
3844,https://biotite.berkeley.edu/QRLab/3844/detail,HB9_D2_EMSL,9/21/2022,HB,PNNL,10-20,0,None,,,,,,,,,,,,,,
3845,https://biotite.berkeley.edu/QRLab/3845/detail,HB9_D3_EMSL,9/21/2022,HB,PNNL,20-30,0,None,,,,,,,,,,,,,,
3846,https://biotite.berkeley.edu/QRLab/3846/detail,HB9_D4_EMSL,9/21/2022,HB,PNNL,30-50,0,None,,,,,,,,,,,,,,
3847,https://biotite.berkeley.edu/QRLab/3847/detail,HB9_D5_EMSL,9/21/2022,HB,PNNL,50-80,0,None,,,,,,,,,,,,,,
3848,https://biotite.berkeley.edu/QRLab/3848/detail,HB9_D6_EMSL,9/21/2022,HB,PNNL,80-120,0,None,,,,,,,,,,,,,,
3849,https://biotite.berkeley.edu/QRLab/3849/detail,HC9_D1_EMSL,9/21/2022,HC,PNNL,0-10,0,None,,,,,,,,,,,,,,
3850,https://biotite.berkeley.edu/QRLab/3850/detail,HC9_D2_EMSL,9/21/2022,HC,PNNL,10-20,0,None,,,,,,,,,,,,,,
3851,https://biotite.berkeley.edu/QRLab/3851/detail,HC9_D3_EMSL,9/21/2022,HC,PNNL,20-30,0,None,,,,,,,,,,,,,,
3852,https://biotite.berkeley.edu/QRLab/3852/detail,HC9_D4_EMSL,9/21/2022,HC,PNNL,30-50,0,None,,,,,,,,,,,,,,
3853,https://biotite.berkeley.edu/QRLab/3853/detail,HC9_D5_EMSL,9/21/2022,HC,PNNL,50-80,0,None,,,,,,,,,,,,,,
3854,https://biotite.berkeley.edu/QRLab/3854/detail,HC9_D6_EMSL,9/21/2022,HC,PNNL,80-90,0,AK,,,,,,,,,,,,,,
3855,https://biotite.berkeley.edu/QRLab/3855/detail,AA9_D1_FARCH,9/21/2022,AA,UCB,0-10,0,None,,,,,,,,,,,,,,
3856,https://biotite.berkeley.edu/QRLab/3856/detail,AA9_D2_FARCH,9/21/2022,AA,UCB,10-20,0,None,,,,,,,,,,,,,,
3857,https://biotite.berkeley.edu/QRLab/3857/detail,AA9_D3_FARCH,9/21/2022,AA,UCB,20-30,0,None,,,,,,,,,,,,,,
3858,https://biotite.berkeley.edu/QRLab/3858/detail,AA9_D4_FARCH,9/21/2022,AA,UCB,30-50,0,None,,,,,,,,,,,,,,
3859,https://biotite.berkeley.edu/QRLab/3859/detail,AA9_D5_FARCH,9/21/2022,AA,UCB,50-80,0,None,,,,,,,,,,,,,,
3860,https://biotite.berkeley.edu/QRLab/3860/detail,AA9_D6_FARCH,9/21/2022,AA,UCB,80-120,0,None,,,,,,,,,,,,,,
3861,https://biotite.berkeley.edu/QRLab/3861/detail,AB9_D1_FARCH,9/21/2022,AB,UCB,0-10,0,None,,,,,,,,,,,,,,
3862,https://biotite.berkeley.edu/QRLab/3862/detail,AB9_D2_FARCH,9/21/2022,AB,UCB,10-20,0,None,,,,,,,,,,,,,,
3863,https://biotite.berkeley.edu/QRLab/3863/detail,AB9_D3_FARCH,9/21/2022,AB,UCB,20-30,0,None,,,,,,,,,,,,,,
3864,https://biotite.berkeley.edu/QRLab/3864/detail,AB9_D4_FARCH,9/21/2022,AB,UCB,30-50,0,None,,,,,,,,,,,,,,
3865,https://biotite.berkeley.edu/QRLab/3865/detail,AB9_D5_FARCH,9/21/2022,AB,UCB,50-80,0,None,,,,,,,,,,,,,,
3866,https://biotite.berkeley.edu/QRLab/3866/detail,AB9_D6_FARCH,9/21/2022,AB,UCB,80-120,0,None,,,,,,,,,,,,,,
3867,https://biotite.berkeley.edu/QRLab/3867/detail,AC9_D1_FARCH,9/21/2022,AC,UCB,0-10,0,None,,,,,,,,,,,,,,
3868,https://biotite.berkeley.edu/QRLab/3868/detail,AC9_D2_FARCH,9/21/2022,AC,UCB,10-20,0,None,,,,,,,,,,,,,,
3869,https://biotite.berkeley.edu/QRLab/3869/detail,AC9_D3_FARCH,9/21/2022,AC,UCB,20-30,0,None,,,,,,,,,,,,,,
3870,https://biotite.berkeley.edu/QRLab/3870/detail,AC9_D4_FARCH,9/21/2022,AC,UCB,30-50,0,None,,,,,,,,,,,,,,
3871,https://biotite.berkeley.edu/QRLab/3871/detail,AC9_D5_FARCH,9/21/2022,AC,UCB,50-80,0,None,,,,,,,,,,,,,,
3872,https://biotite.berkeley.edu/QRLab/3872/detail,AC9_D6_FARCH,9/21/2022,AC,UCB,80-120,0,None,,,,,,,,,,,,,,
3873,https://biotite.berkeley.edu/QRLab/3873/detail,HA9_D1_FARCH,9/21/2022,HA,UCB,0-10,0,None,,,,,,,,,,,,,,
3874,https://biotite.berkeley.edu/QRLab/3874/detail,HA9_D2_FARCH,9/21/2022,HA,UCB,10-20,0,None,,,,,,,,,,,,,,
3875,https://biotite.berkeley.edu/QRLab/3875/detail,HA9_D3_FARCH,9/21/2022,HA,UCB,20-30,0,None,,,,,,,,,,,,,,
3876,https://biotite.berkeley.edu/QRLab/3876/detail,HA9_D4_FARCH,9/21/2022,HA,UCB,30-50,0,None,,,,,,,,,,,,,,
3877,https://biotite.berkeley.edu/QRLab/3877/detail,HA9_D5_FARCH,9/21/2022,HA,UCB,50-80,0,None,,,,,,,,,,,,,,
3878,https://biotite.berkeley.edu/QRLab/3878/detail,HA9_D6_FARCH,9/21/2022,HA,UCB,80-120,0,None,,,,,,,,,,,,,,
3879,https://biotite.berkeley.edu/QRLab/3879/detail,HB9_D1_FARCH,9/21/2022,HB,UCB,0-10,0,None,,,,,,,,,,,,,,
3880,https://biotite.berkeley.edu/QRLab/3880/detail,HB9_D2_FARCH,9/21/2022,HB,UCB,10-20,0,None,,,,,,,,,,,,,,
3881,https://biotite.berkeley.edu/QRLab/3881/detail,HB9_D3_FARCH,9/21/2022,HB,UCB,20-30,0,None,,,,,,,,,,,,,,
3882,https://biotite.berkeley.edu/QRLab/3882/detail,HB9_D4_FARCH,9/21/2022,HB,UCB,30-50,0,None,,,,,,,,,,,,,,
3883,https://biotite.berkeley.edu/QRLab/3883/detail,HB9_D5_FARCH,9/21/2022,HB,UCB,50-80,0,None,,,,,,,,,,,,,,
3884,https://biotite.berkeley.edu/QRLab/3884/detail,HB9_D6_FARCH,9/21/2022,HB,UCB,80-120,0,None,,,,,,,,,,,,,,
3885,https://biotite.berkeley.edu/QRLab/3885/detail,HC9_D1_FARCH,9/21/2022,HC,UCB,0-10,0,None,,,,,,,,,,,,,,
3886,https://biotite.berkeley.edu/QRLab/3886/detail,HC9_D2_FARCH,9/21/2022,HC,UCB,10-20,0,None,,,,,,,,,,,,,,
3887,https://biotite.berkeley.edu/QRLab/3887/detail,HC9_D3_FARCH,9/21/2022,HC,UCB,20-30,0,None,,,,,,,,,,,,,,
3888,https://biotite.berkeley.edu/QRLab/3888/detail,HC9_D4_FARCH,9/21/2022,HC,UCB,30-50,0,None,,,,,,,,,,,,,,
3889,https://biotite.berkeley.edu/QRLab/3889/detail,HC9_D5_FARCH,9/21/2022,HC,UCB,50-80,0,None,,,,,,,,,,,,,,
3890,https://biotite.berkeley.edu/QRLab/3890/detail,HC9_D6_FARCH,9/21/2022,HC,UCB,80-90,0,AK,,,,,,,,,,,,,,
3891,https://biotite.berkeley.edu/QRLab/3891/detail,AA9_D1_DARCH,9/21/2022,AA,UCB,0-10,0,None,,,,,,,,,,,,,,
3892,https://biotite.berkeley.edu/QRLab/3892/detail,AA9_D2_DARCH,9/21/2022,AA,UCB,10-20,0,None,,,,,,,,,,,,,,
3893,https://biotite.berkeley.edu/QRLab/3893/detail,AA9_D3_DARCH,9/21/2022,AA,UCB,20-30,0,None,,,,,,,,,,,,,,
3894,https://biotite.berkeley.edu/QRLab/3894/detail,AA9_D4_DARCH,9/21/2022,AA,UCB,30-50,0,None,,,,,,,,,,,,,,
3895,https://biotite.berkeley.edu/QRLab/3895/detail,AA9_D5_DARCH,9/21/2022,AA,UCB,50-80,0,None,,,,,,,,,,,,,,
3896,https://biotite.berkeley.edu/QRLab/3896/detail,AA9_D6_DARCH,9/21/2022,AA,UCB,80-120,0,None,,,,,,,,,,,,,,
3897,https://biotite.berkeley.edu/QRLab/3897/detail,AB9_D1_DARCH,9/21/2022,AB,UCB,0-10,0,None,,,,,,,,,,,,,,
3898,https://biotite.berkeley.edu/QRLab/3898/detail,AB9_D2_DARCH,9/21/2022,AB,UCB,10-20,0,None,,,,,,,,,,,,,,
3899,https://biotite.berkeley.edu/QRLab/3899/detail,AB9_D3_DARCH,9/21/2022,AB,UCB,20-30,0,None,,,,,,,,,,,,,,
3900,https://biotite.berkeley.edu/QRLab/3900/detail,AB9_D4_DARCH,9/21/2022,AB,UCB,30-50,0,None,,,,,,,,,,,,,,
3901,https://biotite.berkeley.edu/QRLab/3901/detail,AB9_D5_DARCH,9/21/2022,AB,UCB,50-80,0,None,,,,,,,,,,,,,,
3902,https://biotite.berkeley.edu/QRLab/3902/detail,AB9_D6_DARCH,9/21/2022,AB,UCB,80-120,0,None,,,,,,,,,,,,,,
3903,https://biotite.berkeley.edu/QRLab/3903/detail,AC9_D1_DARCH,9/21/2022,AC,UCB,0-10,0,None,,,,,,,,,,,,,,
3904,https://biotite.berkeley.edu/QRLab/3904/detail,AC9_D2_DARCH,9/21/2022,AC,UCB,10-20,0,None,,,,,,,,,,,,,,
3905,https://biotite.berkeley.edu/QRLab/3905/detail,AC9_D3_DARCH,9/21/2022,AC,UCB,20-30,0,None,,,,,,,,,,,,,,
3906,https://biotite.berkeley.edu/QRLab/3906/detail,AC9_D4_DARCH,9/21/2022,AC,UCB,30-50,0,None,,,,,,,,,,,,,,
3907,https://biotite.berkeley.edu/QRLab/3907/detail,AC9_D5_DARCH,9/21/2022,AC,UCB,50-80,0,None,,,,,,,,,,,,,,
3908,https://biotite.berkeley.edu/QRLab/3908/detail,AC9_D6_DARCH,9/21/2022,AC,UCB,80-120,0,None,,,,,,,,,,,,,,
3909,https://biotite.berkeley.edu/QRLab/3909/detail,HA9_D1_DARCH,9/21/2022,HA,UCB,0-10,0,None,,,,,,,,,,,,,,
3910,https://biotite.berkeley.edu/QRLab/3910/detail,HA9_D2_DARCH,9/21/2022,HA,UCB,10-20,0,None,,,,,,,,,,,,,,
3911,https://biotite.berkeley.edu/QRLab/3911/detail,HA9_D3_DARCH,9/21/2022,HA,UCB,20-30,0,None,,,,,,,,,,,,,,
3912,https://biotite.berkeley.edu/QRLab/3912/detail,HA9_D4_DARCH,9/21/2022,HA,UCB,30-50,0,None,,,,,,,,,,,,,,
3913,https://biotite.berkeley.edu/QRLab/3913/detail,HA9_D5_DARCH,9/21/2022,HA,UCB,50-80,0,None,,,,,,,,,,,,,,
3914,https://biotite.berkeley.edu/QRLab/3914/detail,HA9_D6_DARCH,9/21/2022,HA,UCB,80-120,0,None,,,,,,,,,,,,,,
3915,https://biotite.berkeley.edu/QRLab/3915/detail,HB9_D1_DARCH,9/21/2022,HB,UCB,0-10,0,None,,,,,,,,,,,,,,
3916,https://biotite.berkeley.edu/QRLab/3916/detail,HB9_D2_DARCH,9/21/2022,HB,UCB,10-20,0,None,,,,,,,,,,,,,,
3917,https://biotite.berkeley.edu/QRLab/3917/detail,HB9_D3_DARCH,9/21/2022,HB,UCB,20-30,0,None,,,,,,,,,,,,,,
3918,https://biotite.berkeley.edu/QRLab/3918/detail,HB9_D4_DARCH,9/21/2022,HB,UCB,30-50,0,None,,,,,,,,,,,,,,
3919,https://biotite.berkeley.edu/QRLab/3919/detail,HB9_D5_DARCH,9/21/2022,HB,UCB,50-80,0,None,,,,,,,,,,,,,,
3920,https://biotite.berkeley.edu/QRLab/3920/detail,HB9_D6_DARCH,9/21/2022,HB,UCB,80-120,0,None,,,,,,,,,,,,,,
3921,https://biotite.berkeley.edu/QRLab/3921/detail,HC9_D1_DARCH,9/21/2022,HC,UCB,0-10,0,None,,,,,,,,,,,,,,
3922,https://biotite.berkeley.edu/QRLab/3922/detail,HC9_D2_DARCH,9/21/2022,HC,UCB,10-20,0,None,,,,,,,,,,,,,,
3923,https://biotite.berkeley.edu/QRLab/3923/detail,HC9_D3_DARCH,9/21/2022,HC,UCB,20-30,0,None,,,,,,,,,,,,,,
3924,https://biotite.berkeley.edu/QRLab/3924/detail,HC9_D4_DARCH,9/21/2022,HC,UCB,30-50,0,None,,,,,,,,,,,,,,
3925,https://biotite.berkeley.edu/QRLab/3925/detail,HC9_D5_DARCH,9/21/2022,HC,UCB,50-80,0,None,,,,,,,,,,,,,,
3926,https://biotite.berkeley.edu/QRLab/3926/detail,HC9_D6_DARCH,9/21/2022,HC,UCB,80-90,0,AK,,,,,,,,,,,,,,
3927,https://biotite.berkeley.edu/QRLab/3927/detail,AA9_D1_16O-0,9/21/2022,AA,UCB,0-10,0,None,21.3730415,4th floor Firestone 4th row 2nd rack,,0,0,9.796725166,,,5.106,4.586382353,,,,
3928,https://biotite.berkeley.edu/QRLab/3928/detail,AA9_D2_16O-0,9/21/2022,AA,UCB,10-20,0,None,20.80860534,4th floor Firestone 4th row 2nd rack,,0,0,8.685289616,,,5.122,4.602882353,,,,
3929,https://biotite.berkeley.edu/QRLab/3929/detail,AA9_D3_16O-0,9/21/2022,AA,UCB,20-30,0,None,19.23942661,4th floor Firestone 4th row 2nd rack,,0,0,10.23064529,,,10.099,9.315382353,,,,
3930,https://biotite.berkeley.edu/QRLab/3930/detail,AA9_D4_16O-0,9/21/2022,AA,UCB,30-50,0,None,14.99588671,4th floor Firestone 4th row 2nd rack,,0,0,10.35433457,,,10.034,9.605882353,,,,
3931,https://biotite.berkeley.edu/QRLab/3931/detail,AA9_D5_16O-0,9/21/2022,AA,UCB,50-80,0,None,14.17676088,4th floor Firestone 4th row 2nd rack,,0,0,10.46027663,,,10.046,9.671382353,,,,
3932,https://biotite.berkeley.edu/QRLab/3932/detail,AB9_D1_16O-0,9/21/2022,AB,UCB,0-10,0,None,11.22160696,4th floor Firestone 4th row 2nd rack,,0,0,11.22160696,,,5.049,,,,,
3933,https://biotite.berkeley.edu/QRLab/3933/detail,AB9_D2_16O-0,9/21/2022,AB,UCB,10-20,0,None,9.252708379,4th floor Firestone 4th row 2nd rack,,0,0,9.252708379,,,5.01,,,,,
3934,https://biotite.berkeley.edu/QRLab/3934/detail,AB9_D3_16O-0,9/21/2022,AB,UCB,20-30,0,None,10.58652013,4th floor Firestone 4th row 2nd rack,,0,0,10.58652013,,,10.013,,,,,
3935,https://biotite.berkeley.edu/QRLab/3935/detail,AB9_D4_16O-0,9/21/2022,AB,UCB,30-50,0,None,11.19495439,4th floor Firestone 4th row 2nd rack,,0,0,9.900832268,,,10.053,9.940382353,,,,
3936,https://biotite.berkeley.edu/QRLab/3936/detail,AB9_D5_16O-0,9/21/2022,AB,UCB,50-80,0,None,13.19604234,4th floor Firestone 4th row 2nd rack,,0,0,9.991323657,,,10.102,9.838882353,,,,
3937,https://biotite.berkeley.edu/QRLab/3937/detail,AC9_D1_16O-0,9/21/2022,AC,UCB,0-10,0,None,17.42857143,4th floor Firestone 4th row 2nd rack,,0,0,10.49372196,,,5.063,4.765882353,,,,
3938,https://biotite.berkeley.edu/QRLab/3938/detail,AC9_D2_16O-0,9/21/2022,AC,UCB,10-20,0,None,19.08341416,4th floor Firestone 4th row 2nd rack,,0,0,10.57069988,,,5.036,4.676882353,,,,
3939,https://biotite.berkeley.edu/QRLab/3939/detail,AC9_D3_16O-0,9/21/2022,AC,UCB,20-30,0,None,21.28474367,4th floor Firestone 4th row 2nd rack,,0,0,10.71411035,,,10.051,9.216382353,,,,
3940,https://biotite.berkeley.edu/QRLab/3940/detail,AC9_D4_16O-0,9/21/2022,AC,UCB,30-50,0,None,19.50842877,4th floor Firestone 4th row 2nd rack,,0,0,10.47165276,,,10.183,9.432382353,,,,
3941,https://biotite.berkeley.edu/QRLab/3941/detail,AC9_D5_16O-0,9/21/2022,AC,UCB,50-80,0,None,14.78526168,4th floor Firestone 4th row 2nd rack,,0,0,9.799073164,,,10.037,9.600382353,,,,
3942,https://biotite.berkeley.edu/QRLab/3942/detail,AA9_D1_16O-7,9/21/2022,AA,UCB,0-10,0,None,21.3730415,4th floor Firestone 4th row 2nd rack,,0.54,0,10.42438197,,,5.177,4.691882353,,,,
3943,https://biotite.berkeley.edu/QRLab/3943/detail,AA9_D2_16O-7,9/21/2022,AA,UCB,10-20,0,None,20.80860534,4th floor Firestone 4th row 2nd rack,,0.54,0,10.34928971,,,5.163,4.774882353,,,,
3944,https://biotite.berkeley.edu/QRLab/3944/detail,AA9_D3_16O-7,9/21/2022,AA,UCB,20-30,0,None,19.23942661,4th floor Firestone 4th row 2nd rack,,1.08,0,11.03199123,,,10.039,9.340382353,,,,
3945,https://biotite.berkeley.edu/QRLab/3945/detail,AA9_D4_16O-7,9/21/2022,AA,UCB,30-50,0,None,14.99588671,4th floor Firestone 4th row 2nd rack,,1.08,0,9.923876673,,,10.112,9.718382353,,,,
