database_url,sample_id,date_collected,location,host,depth,viromics,core_processor,Final greenhouse GWC (%),Freezer location,GWC %,H2O amount (ml),H2O atom perc,Lab dried GWC (%),Time of sampling,Vial size (ml),Weight (gr),Weight dried (gr),Weight for DNA (gr),Weight for pH (gr),Wet Weight (gr),pH
https://biotite.berkeley.edu/QRLab/1604/detail,AC3_D4_CO2-T2,2022-05-06,AC,UCB,30-50,0,ZA-A,,,,,,,2022-05-06 13:52,20,,,,,,
https://biotite.berkeley.edu/QRLab/1605/detail,AC3_D5_CO2-T2,2022-05-06,AC,UCB,50-80,0,JF,,,,,,,2022-05-06 13:53,20,,,,,,
https://biotite.berkeley.edu/QRLab/1606/detail,HA3_D1_CO2-T1,2022-05-03,HA,UCB,0-10,0,MY,,,,,,,2022-05-03 12:03,30,,,,,,
https://biotite.berkeley.edu/QRLab/1607/detail,HA3_D2_CO2-T1,2022-05-03,HA,UCB,10-20,0,ES,,,,,,,2022-05-03 12:04,30,,,,,,
https://biotite.berkeley.edu/QRLab/1608/detail,HA3_D3_CO2-T1,2022-05-03,HA,UCB,20-30,0,ZH,,,,,,,2022-05-03 12:07,30,,,,,,
https://biotite.berkeley.edu/QRLab/1609/detail,HA3_D4_CO2-T1,2022-05-03,HA,UCB,30-50,0,ZA-A,,,,,,,2022-05-03 12:08,30,,,,,,
https://biotite.berkeley.edu/QRLab/1610/detail,HA3_D5_CO2-T1,2022-05-03,HA,UCB,50-80,0,JF,,,,,,,2022-05-03 12:09,30,,,,,,
https://biotite.berkeley.edu/QRLab/1611/detail,HB3_D1_CO2-T1,2022-05-03,HB,UCB,0-10,0,MY,,,,,,,2022-05-03 12:11,30,,,,,,
https://biotite.berkeley.edu/QRLab/1612/detail,HB3_D2_CO2-T1,2022-05-03,HB,UCB,10-20,0,ES,,,,,,,2022-05-03 12:12,30,,,,,,
https://biotite.berkeley.edu/QRLab/1613/detail,HB3_D3_CO2-T1,2022-05-03,HB,UCB,20-30,0,ZH,,,,,,,2022-05-03 12:14,30,,,,,,
https://biotite.berkeley.edu/QRLab/1614/detail,HB3_D4_CO2-T1,2022-05-03,HB,UCB,30-50,0,ZA-A,,,,,,,2022-05-03 12:15,30,,,,,,
https://biotite.berkeley.edu/QRLab/1615/detail,HB3_D5_CO2-T1,2022-05-03,HB,UCB,50-80,0,JF,,,,,,,2022-05-03 12:16,30,,,,,,
https://biotite.berkeley.edu/QRLab/1616/detail,HC3_D1_CO2-T1,2022-05-03,HC,UCB,0-10,0,MY,,,,,,,2022-05-03 12:17,30,,,,,,
https://biotite.berkeley.edu/QRLab/1617/detail,HC3_D2_CO2-T1,2022-05-03,HC,UCB,10-20,0,ES,,,,,,,2022-05-03 12:18,30,,,,,,
https://biotite.berkeley.edu/QRLab/1618/detail,HC3_D3_CO2-T1,2022-05-03,HC,UCB,20-30,0,ZH,,,,,,,2022-05-03 12:19,30,,,,,,
https://biotite.berkeley.edu/QRLab/1619/detail,HC3_D4_CO2-T1,2022-05-03,HC,UCB,30-50,0,ZA-A,,,,,,,2022-05-03 12:21,30,,,,,,
https://biotite.berkeley.edu/QRLab/1620/detail,HC3_D5_CO2-T1,2022-05-03,HC,UCB,50-80,0,JF,,,,,,,2022-05-03 12:23,30,,,,,,
https://biotite.berkeley.edu/QRLab/1621/detail,HA3_D1_CO2-T2,2022-05-06,HA,UCB,0-10,0,MY,,,,,,,2022-05-06 11:50,20,,,,,,
https://biotite.berkeley.edu/QRLab/1622/detail,HA3_D2_CO2-T2,2022-05-06,HA,UCB,10-20,0,ES,,,,,,,2022-05-06 11:51,20,,,,,,
https://biotite.berkeley.edu/QRLab/1623/detail,HA3_D3_CO2-T2,2022-05-06,HA,UCB,20-30,0,ZH,,,,,,,2022-05-06 11:52,20,,,,,,
https://biotite.berkeley.edu/QRLab/1624/detail,HA3_D4_CO2-T2,2022-05-06,HA,UCB,30-50,0,ZA-A,,,,,,,2022-05-06 11:53,20,,,,,,
https://biotite.berkeley.edu/QRLab/1625/detail,HA3_D5_CO2-T2,2022-05-06,HA,UCB,50-80,0,JF,,,,,,,2022-05-06 11:54,20,,,,,,
https://biotite.berkeley.edu/QRLab/1626/detail,HB3_D1_CO2-T2,2022-05-06,HB,UCB,0-10,0,MY,,,,,,,2022-05-06 11:55,20,,,,,,
https://biotite.berkeley.edu/QRLab/1627/detail,HB3_D2_CO2-T2,2022-05-06,HB,UCB,10-20,0,ES,,,,,,,2022-05-06 11:56,20,,,,,,
https://biotite.berkeley.edu/QRLab/1628/detail,HB3_D3_CO2-T2,2022-05-06,HB,UCB,20-30,0,ZH,,,,,,,2022-05-06 11:57,20,,,,,,
https://biotite.berkeley.edu/QRLab/1629/detail,HB3_D4_CO2-T2,2022-05-06,HB,UCB,30-50,0,ZA-A,,,,,,,2022-05-06 11:58,20,,,,,,
https://biotite.berkeley.edu/QRLab/1630/detail,HB3_D5_CO2-T2,2022-05-06,HB,UCB,50-80,0,JF,,,,,,,2022-05-06 11:59,20,,,,,,
https://biotite.berkeley.edu/QRLab/1631/detail,HC3_D1_CO2-T2,2022-05-06,HC,UCB,0-10,0,MY,,,,,,,2022-05-06 12:00,20,,,,,,
https://biotite.berkeley.edu/QRLab/1632/detail,HC3_D2_CO2-T2,2022-05-06,HC,UCB,10-20,0,ES,,,,,,,2022-05-06 11:50,20,,,,,,
https://biotite.berkeley.edu/QRLab/1633/detail,HC3_D3_CO2-T2,2022-05-06,HC,UCB,20-30,0,ZH,,,,,,,2022-05-06 11:51,20,,,,,,
https://biotite.berkeley.edu/QRLab/1634/detail,HC3_D4_CO2-T2,2022-05-06,HC,UCB,30-50,0,ZA-A,,,,,,,2022-05-06 11:52,20,,,,,,
https://biotite.berkeley.edu/QRLab/1635/detail,HC3_D5_CO2-T2,2022-05-06,HC,UCB,50-80,0,JF,,,,,,,2022-05-06 11:53,20,,,,,,
https://biotite.berkeley.edu/QRLab/1636/detail,AA2_D3_CO2-T3,2022-05-09,AA,UCB,20-30,0,BK,,,,,,,2022-05-09 12:34,30,,,,,,
https://biotite.berkeley.edu/QRLab/1637/detail,AA2_D4_CO2-T3,2022-05-09,AA,UCB,30-50,0,AK,,,,,,,2022-05-09 12:35,30,,,,,,
https://biotite.berkeley.edu/QRLab/1638/detail,AA2_D5_CO2-T3,2022-05-09,AA,UCB,50-80,0,SM,,,,,,,2022-05-09 12:36,30,,,,,,
https://biotite.berkeley.edu/QRLab/1639/detail,AB2_D3_CO2-T3,2022-05-09,AB,UCB,20-30,0,BK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1640/detail,AB2_D4_CO2-T3,2022-05-09,AB,UCB,30-50,0,AK,,,,,,,2022-05-09 12:38,30,,,,,,
https://biotite.berkeley.edu/QRLab/1641/detail,AB2_D5_CO2-T3,2022-05-09,AB,UCB,50-80,0,SM,,,,,,,2022-05-09 12:39,30,,,,,,
https://biotite.berkeley.edu/QRLab/1642/detail,AC2_D3_CO2-T3,2022-05-09,AC,UCB,20-30,0,BK,,,,,,,2022-05-09 12:40,30,,,,,,
https://biotite.berkeley.edu/QRLab/1643/detail,AC2_D4_CO2-T3,2022-05-09,AC,UCB,30-50,0,AK,,,,,,,2022-05-09 12:41,30,,,,,,
https://biotite.berkeley.edu/QRLab/1644/detail,AC2_D5_CO2-T3,2022-05-09,AC,UCB,50-80,0,SM,,,,,,,2022-05-09 12:42,30,,,,,,
https://biotite.berkeley.edu/QRLab/1645/detail,HA2_D3_CO2-T3,2022-05-09,HA,UCB,20-30,0,BK,,,,,,,2022-05-09 12:25,30,,,,,,
https://biotite.berkeley.edu/QRLab/1646/detail,HA2_D4_CO2-T3,2022-05-09,HA,UCB,30-50,0,AK,,,,,,,2022-05-09 12:26,30,,,,,,
https://biotite.berkeley.edu/QRLab/1647/detail,HA2_D5_CO2-T3,2022-05-09,HA,UCB,50-80,0,SM,,,,,,,2022-05-09 12:27,30,,,,,,
https://biotite.berkeley.edu/QRLab/1648/detail,HB2_D3_CO2-T3,2022-05-09,HB,UCB,20-30,0,BK,,,,,,,2022-05-09 12:28,30,,,,,,
https://biotite.berkeley.edu/QRLab/1649/detail,HB2_D4_CO2-T3,2022-05-09,HB,UCB,30-50,0,AK,,,,,,,2022-05-09 12:29,30,,,,,,
https://biotite.berkeley.edu/QRLab/1650/detail,HB2_D5_CO2-T3,2022-05-09,HB,UCB,50-80,0,SM,,,,,,,2022-05-09 12:30,30,,,,,,
https://biotite.berkeley.edu/QRLab/1651/detail,HC2_D3_CO2-T3,2022-05-09,HC,UCB,20-30,0,BK,,,,,,,2022-05-09 12:31,30,,,,,,
https://biotite.berkeley.edu/QRLab/1652/detail,HC2_D4_CO2-T3,2022-05-09,HC,UCB,30-50,0,AK,,,,,,,2022-05-09 12:32,30,,,,,,
https://biotite.berkeley.edu/QRLab/1653/detail,HC2_D5_CO2-T3,2022-05-09,HC,UCB,50-80,0,SM,,,,,,,2022-05-09 12:33,30,,,,,,
https://biotite.berkeley.edu/QRLab/1654/detail,HA4_D1-2_VIR-1,2022-05-11,HA,UCD,0-10,1,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1655/detail,HA4_D1-2_VIR-2,2022-05-11,HA,UCD,0-10,1,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1656/detail,HB4_D1-2_VIR-1,2022-05-11,HB,UCD,0-10,1,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1657/detail,HB4_D1-2_VIR-2,2022-05-11,HB,UCD,0-10,1,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1658/detail,HC4_D1-2_VIR-1,2022-05-11,HC,UCD,0-10,1,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1659/detail,HC4_D1-2_VIR-2,2022-05-11,HC,UCD,0-10,1,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1660/detail,HA4_D1-2_CORRI,2022-05-11,HA,UCB-MT,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1661/detail,HB4_D1-2_CORRI,2022-05-11,HB,UCB-MT,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1662/detail,HC4_D1-2_CORRI,2022-05-11,HC,UCB-MT,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1663/detail,HA4_D1_GSC,2022-05-11,HA,UCB,0-10,0,AK,,,12.82716049,,,,,,,,,4.985,,4.915
https://biotite.berkeley.edu/QRLab/1664/detail,HA4_D2_GSC,2022-05-11,HA,UCB,10-20,0,ZA-A,,,8.20802005,,,,,,,,,4.848,,4.88
https://biotite.berkeley.edu/QRLab/1665/detail,HA4_D3_GSC,2022-05-11,HA,UCB,20-30,0,JH,,,7.76265419,,,,,,,,,4.984,,4.9
https://biotite.berkeley.edu/QRLab/1666/detail,HA4_D4_GSC,2022-05-11,HA,UCB,30-50,0,PP,,,7.23091267,,,,,,,,,4.897,,4.84
https://biotite.berkeley.edu/QRLab/1667/detail,HA4_D5_GSC,2022-05-11,HA,UCB,50-80,0,PP,,,12.7284739,,,,,,,,,4.619,,5.2
https://biotite.berkeley.edu/QRLab/1668/detail,HA4_D6_GSC,2022-05-11,HA,UCB,80-120,0,CK,,,14.42197196,,,,,,,,,5.136,,5.325
https://biotite.berkeley.edu/QRLab/1669/detail,HB4_D1_GSC,2022-05-11,HB,UCB,0-10,0,AK,,,12.88204664,,,,,,,,,5.109,,4.915
https://biotite.berkeley.edu/QRLab/1670/detail,HB4_D2_GSC,2022-05-11,HB,UCB,10-20,0,ZA-A,,,8.572890026,,,,,,,,,5.168,,5.035
https://biotite.berkeley.edu/QRLab/1671/detail,HB4_D3_GSC,2022-05-11,HB,UCB,20-30,0,JH,,,8.032041567,,,,,,,,,4.844,,5.105
https://biotite.berkeley.edu/QRLab/1672/detail,HB4_D4_GSC,2022-05-11,HB,UCB,30-50,0,SM,,,7.873594001,,,,,,,,,4.839,,5.135
https://biotite.berkeley.edu/QRLab/1673/detail,HB4_D5_GSC,2022-05-11,HB,UCB,50-80,0,PP,,,8.351556805,,,,,,,,,5.125,,5.18
https://biotite.berkeley.edu/QRLab/1674/detail,HB4_D6_GSC,2022-05-11,HB,UCB,80-120,0,CK,,,9.743533538,,,,,,,,,5.085,,5.41
https://biotite.berkeley.edu/QRLab/1675/detail,HC4_D1_GSC,2022-05-11,HC,UCB,0-10,0,AK,,,10.37555697,,,,,,,,,4.942,,4.97
https://biotite.berkeley.edu/QRLab/1676/detail,HC4_D2_GSC,2022-05-11,HC,UCB,10-20,0,ZA-A,,,9.559857251,,,,,,,,,5.231,,4.965
https://biotite.berkeley.edu/QRLab/1677/detail,HC4_D3_GSC,2022-05-11,HC,UCB,20-30,0,JH,,,9.642058166,,,,,,,,,5.124,,5.03
https://biotite.berkeley.edu/QRLab/1678/detail,HC4_D4_GSC,2022-05-11,HC,UCB,30-50,0,SM,,,8.602378929,,,,,,,,,4.531,,5.03
https://biotite.berkeley.edu/QRLab/1679/detail,HC4_D5_GSC,2022-05-11,HC,UCB,50-80,0,PP,,,13.85673728,,,,,,,,,5.077,,5.44
https://biotite.berkeley.edu/QRLab/1680/detail,HC4_D6_GSC,2022-05-11,HC,UCB,80-120,0,CK,,,13.98282048,,,,,,,,,4.913,,5.63
https://biotite.berkeley.edu/QRLab/1681/detail,HA4_D1_DNA-RNA,2022-05-11,HA,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1682/detail,HA4_D2_DNA-RNA,2022-05-11,HA,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1683/detail,HA4_D3_DNA-RNA,2022-05-11,HA,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1684/detail,HA4_D4_DNA-RNA,2022-05-11,HA,UCB,30-50,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1685/detail,HA4_D5_DNA-RNA,2022-05-11,HA,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1686/detail,HA4_D6_DNA-RNA,2022-05-11,HA,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1687/detail,HB4_D1_DNA-RNA,2022-05-11,HB,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1688/detail,HB4_D2_DNA-RNA,2022-05-11,HB,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1689/detail,HB4_D3_DNA-RNA,2022-05-11,HB,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1690/detail,HB4_D4_DNA-RNA,2022-05-11,HB,UCB,30-50,0,SM,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1691/detail,HB4_D5_DNA-RNA,2022-05-11,HB,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1692/detail,HB4_D6_DNA-RNA,2022-05-11,HB,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1693/detail,HC4_D1_DNA-RNA,2022-05-11,HC,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1694/detail,HC4_D2_DNA-RNA,2022-05-11,HC,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1695/detail,HC4_D3_DNA-RNA,2022-05-11,HC,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1696/detail,HC4_D4_DNA-RNA,2022-05-11,HC,UCB,30-50,0,SM,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1697/detail,HC4_D5_DNA-RNA,2022-05-11,HC,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1698/detail,HC4_D6_DNA-RNA,2022-05-11,HC,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1699/detail,HA4_D1_EMSL,2022-05-11,HA,PNNL,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1700/detail,HA4_D2_EMSL,2022-05-11,HA,PNNL,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1701/detail,HA4_D3_EMSL,2022-05-11,HA,PNNL,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1702/detail,HA4_D4_EMSL,2022-05-11,HA,PNNL,30-50,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1703/detail,HA4_D5_EMSL,2022-05-11,HA,PNNL,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1704/detail,HA4_D6_EMSL,2022-05-11,HA,PNNL,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1705/detail,HB4_D1_EMSL,2022-05-11,HB,PNNL,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1706/detail,HB4_D2_EMSL,2022-05-11,HB,PNNL,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1707/detail,HB4_D3_EMSL,2022-05-11,HB,PNNL,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1708/detail,HB4_D4_EMSL,2022-05-11,HB,PNNL,30-50,0,SM,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1709/detail,HB4_D5_EMSL,2022-05-11,HB,PNNL,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1710/detail,HB4_D6_EMSL,2022-05-11,HB,PNNL,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1711/detail,HC4_D1_EMSL,2022-05-11,HC,PNNL,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1712/detail,HC4_D2_EMSL,2022-05-11,HC,PNNL,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1713/detail,HC4_D3_EMSL,2022-05-11,HC,PNNL,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1714/detail,HC4_D4_EMSL,2022-05-11,HC,PNNL,30-50,0,SM,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1715/detail,HC4_D5_EMSL,2022-05-11,HC,PNNL,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1716/detail,HC4_D6_EMSL,2022-05-11,HC,PNNL,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1717/detail,HA4_D1_FARCH,2022-05-11,HA,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1718/detail,HA4_D2_FARCH,2022-05-11,HA,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1719/detail,HA4_D3_FARCH,2022-05-11,HA,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1720/detail,HA4_D4_FARCH,2022-05-11,HA,UCB,30-50,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1721/detail,HA4_D5_FARCH,2022-05-11,HA,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1722/detail,HA4_D6_FARCH,2022-05-11,HA,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1723/detail,HB4_D1_FARCH,2022-05-11,HB,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1724/detail,HB4_D2_FARCH,2022-05-11,HB,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1725/detail,HB4_D3_FARCH,2022-05-11,HB,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1726/detail,HB4_D4_FARCH,2022-05-11,HB,UCB,30-50,0,SM,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1727/detail,HB4_D5_FARCH,2022-05-11,HB,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1728/detail,HB4_D6_FARCH,2022-05-11,HB,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1729/detail,HC4_D1_FARCH,2022-05-11,HC,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1730/detail,HC4_D2_FARCH,2022-05-11,HC,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1731/detail,HC4_D3_FARCH,2022-05-11,HC,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1732/detail,HC4_D4_FARCH,2022-05-11,HC,UCB,30-50,0,SM,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1733/detail,HC4_D5_FARCH,2022-05-11,HC,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1734/detail,HC4_D6_FARCH,2022-05-11,HC,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1735/detail,HA4_D1_DARCH,2022-05-11,HA,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1736/detail,HA4_D2_DARCH,2022-05-11,HA,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1737/detail,HA4_D3_DARCH,2022-05-11,HA,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1738/detail,HA4_D4_DARCH,2022-05-11,HA,UCB,30-50,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1739/detail,HA4_D5_DARCH,2022-05-11,HA,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1740/detail,HA4_D6_DARCH,2022-05-11,HA,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1741/detail,HB4_D1_DARCH,2022-05-11,HB,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1742/detail,HB4_D2_DARCH,2022-05-11,HB,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1743/detail,HB4_D3_DARCH,2022-05-11,HB,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1744/detail,HB4_D4_DARCH,2022-05-11,HB,UCB,30-50,0,SM,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1745/detail,HB4_D5_DARCH,2022-05-11,HB,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1746/detail,HB4_D6_DARCH,2022-05-11,HB,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1747/detail,HC4_D1_DARCH,2022-05-11,HC,UCB,0-10,0,AK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1748/detail,HC4_D2_DARCH,2022-05-11,HC,UCB,10-20,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1749/detail,HC4_D3_DARCH,2022-05-11,HC,UCB,20-30,0,JH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1750/detail,HC4_D4_DARCH,2022-05-11,HC,UCB,30-50,0,SM,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1751/detail,HC4_D5_DARCH,2022-05-11,HC,UCB,50-80,0,PP,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1752/detail,HC4_D6_DARCH,2022-05-11,HC,UCB,80-120,0,CK,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1753/detail,HA4_D1_16O-0,2022-05-11,HA,UCB,0-10,0,AK,12.82716049,,,,,9.536644363,,,5.109,5.0015,,,,
https://biotite.berkeley.edu/QRLab/1754/detail,HA4_D2_16O-0,2022-05-11,HA,UCB,10-20,0,ZA-A,,,,,,,,,5.074,,,,,
https://biotite.berkeley.edu/QRLab/1755/detail,HA4_D3_16O-0,2022-05-11,HA,UCB,20-30,0,JH,,,,,,,,,10.058,,,,,
https://biotite.berkeley.edu/QRLab/1756/detail,HA4_D4_16O-0,2022-05-11,HA,UCB,30-50,0,PP,,,,,,,,,10.173,,,,,
https://biotite.berkeley.edu/QRLab/1757/detail,HA4_D5_16O-0,2022-05-11,HA,UCB,50-80,0,PP,12.7284739,,,,,10.3175245,,,10.193,10.0115,,,,
https://biotite.berkeley.edu/QRLab/1758/detail,HB4_D1_16O-0,2022-05-11,HB,UCB,0-10,0,AK,12.88204664,,,,,9.638563281,,,5.116,5.019,,,,
https://biotite.berkeley.edu/QRLab/1759/detail,HB4_D2_16O-0,2022-05-11,HB,UCB,10-20,0,ZA-A,,,,,,,,,5.001,,,,,
https://biotite.berkeley.edu/QRLab/1760/detail,HB4_D3_16O-0,2022-05-11,HB,UCB,20-30,0,JH,,,,,,,,,10.133,,,,,
https://biotite.berkeley.edu/QRLab/1761/detail,HB4_D4_16O-0,2022-05-11,HB,UCB,30-50,0,SM,,,,,,,,,10.11,,,,,
https://biotite.berkeley.edu/QRLab/1762/detail,HB4_D5_16O-0,2022-05-11,HB,UCB,50-80,0,PP,,,,,,,,,10.102,,,,,
https://biotite.berkeley.edu/QRLab/1763/detail,HC4_D1_16O-0,2022-05-11,HC,UCB,0-10,0,AK,,,,,,,,,5.078,,,,,
https://biotite.berkeley.edu/QRLab/1764/detail,HC4_D2_16O-0,2022-05-11,HC,UCB,10-20,0,ZA-A,,,,,,,,,5.001,,,,,
https://biotite.berkeley.edu/QRLab/1765/detail,HC4_D3_16O-0,2022-05-11,HC,UCB,20-30,0,JH,,,,,,,,,10.177,,,,,
https://biotite.berkeley.edu/QRLab/1766/detail,HC4_D4_16O-0,2022-05-11,HC,UCB,30-50,0,SM,,,,,,,,,10.158,,,,,
https://biotite.berkeley.edu/QRLab/1767/detail,HC4_D5_16O-0,2022-05-11,HC,UCB,50-80,0,PP,13.85673728,,,,,10.24579771,,,10.153,9.8735,,,,
https://biotite.berkeley.edu/QRLab/1768/detail,HA4_D1_16O-7,2022-05-11,HA,UCB,0-10,0,AK,12.82716049,4th floor Banfield top row,,0.6,0,9.717576907,,,5.116,5.051,,,,
https://biotite.berkeley.edu/QRLab/1769/detail,HA4_D2_16O-7,2022-05-11,HA,UCB,10-20,0,ZA-A,,4th floor Banfield top row,,0.6,0,,,,5.001,,,,,
https://biotite.berkeley.edu/QRLab/1770/detail,HA4_D3_16O-7,2022-05-11,HA,UCB,20-30,0,JH,,4th floor Banfield top row,,1.2,0,,,,10.177,,,,,
https://biotite.berkeley.edu/QRLab/1771/detail,HA4_D4_16O-7,2022-05-11,HA,UCB,30-50,0,PP,,4th floor Banfield top row,,1.2,0,,,,10.158,,,,,
https://biotite.berkeley.edu/QRLab/1772/detail,HA4_D5_16O-7,2022-05-11,HA,UCB,50-80,0,PP,12.7284739,4th floor Banfield top row,,1.2,0,10.31549696,,,10.091,9.9165,,,,
https://biotite.berkeley.edu/QRLab/1773/detail,HB4_D1_16O-7,2022-05-11,HB,UCB,0-10,0,AK,12.88204664,4th floor Banfield top row,,0.6,0,10.11019437,,,5.172,5.0495,,,,
