database_url,id,sample_id,date_collected,location,host,depth,viromics,core_processor,DNA concentration extr1 (ng/ul),DNA loaded for SIP (ug),DNA loaded for SIP (ul),Final greenhouse GWC (%),Freezer location,GWC %,Grams soil DNA extr1,H2O amount (ml),H2O atom perc,Lab dried GWC (%),Time of sampling,Vial size (ml),Volume extr1 (ul),Weight (gr),Weight dried (gr),Weight for DNA (gr),Weight for pH (gr),Wet Weight (gr),pH
https://biotite.berkeley.edu/QRLab/1122/detail,1122,HA2_D3_CO2-T2,2022-04-14,HA,UCB,20-30,0,BK,,,,,,,,,,,2022-04-14 15:30,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1123/detail,1123,HA2_D4_CO2-T2,2022-04-14,HA,UCB,30-50,0,AK,,,,,,,,,,,2022-04-14 15:31,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1124/detail,1124,HA2_D5_CO2-T2,2022-04-14,HA,UCB,50-80,0,SM,,,,,,,,,,,2022-04-14 15:31,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1125/detail,1125,HB2_D1_CO2-T2,2022-04-14,HB,UCB,0-10,0,SB,,,,,,,,,,,2022-04-14 15:32,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1126/detail,1126,HB2_D2_CO2-T2,2022-04-14,HB,UCB,10-20,0,MY,,,,,,,,,,,2022-04-14 15:33,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1127/detail,1127,HB2_D3_CO2-T2,2022-04-14,HB,UCB,20-30,0,BK,,,,,,,,,,,2022-04-14 15:34,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1128/detail,1128,HB2_D4_CO2-T2,2022-04-14,HB,UCB,30-50,0,AK,,,,,,,,,,,2022-04-14 15:35,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1129/detail,1129,HB2_D5_CO2-T2,2022-04-14,HB,UCB,50-80,0,SM,,,,,,,,,,,2022-04-14 15:36,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1130/detail,1130,HC2_D1_CO2-T2,2022-04-14,HC,UCB,0-10,0,SB,,,,,,,,,,,2022-04-14 15:37,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1131/detail,1131,HC2_D2_CO2-T2,2022-04-14,HC,UCB,10-20,0,MY,,,,,,,,,,,2022-04-14 15:37,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1132/detail,1132,HC2_D3_CO2-T2,2022-04-14,HC,UCB,20-30,0,BK,,,,,,,,,,,2022-04-14 15:38,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1133/detail,1133,HC2_D4_CO2-T2,2022-04-14,HC,UCB,30-50,0,AK,,,,,,,,,,,2022-04-14 15:39,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1134/detail,1134,HC2_D5_CO2-T2,2022-04-14,HC,UCB,50-80,0,SM,,,,,,,,,,,2022-04-14 15:40,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1135/detail,1135,AA1_D3_CO2-T3,2022-04-19,AA,UCB,20-30,0,,,,,,,,,,,,2022-04-19 14:00,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1136/detail,1136,AA1_D4_CO2-T3,2022-04-19,AA,UCB,30-50,0,,,,,,,,,,,,2022-04-19 14:02,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1137/detail,1137,AA1_D5_CO2-T3,2022-04-19,AA,UCB,50-70,0,,,,,,,,,,,,2022-04-19 14:04,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1138/detail,1138,AB1_D3_CO2-T3,2022-04-19,AB,UCB,20-30,0,,,,,,,,,,,,2022-04-19 14:05,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1139/detail,1139,AB1_D4_CO2-T3,2022-04-19,AB,UCB,30-50,0,,,,,,,,,,,,2022-04-19 14:07,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1140/detail,1140,AB1_D5_CO2-T3,2022-04-19,AB,UCB,50-70,0,,,,,,,,,,,,2022-04-19 14:9,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1141/detail,1141,AC1_D3_CO2-T3,2022-04-19,AC,UCB,20-30,0,,,,,,,,,,,,2022-04-19 14:10,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1142/detail,1142,AC1_D4_CO2-T3,2022-04-19,AC,UCB,30-50,0,,,,,,,,,,,,2022-04-19 14:11,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1143/detail,1143,AC1_D5_CO2-T3,2022-04-19,AC,UCB,50-65,0,,,,,,,,,,,,2022-04-19 14:13,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1144/detail,1144,HA1_D3_CO2-T3,2022-04-15,HA,UCB,20-30,0,,,,,,,,,,,,2022-04-15 14:20,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1145/detail,1145,HA1_D4_CO2-T3,2022-04-15,HA,UCB,30-50,0,,,,,,,,,,,,2022-04-15 14:21,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1146/detail,1146,HA1_D5_CO2-T3,2022-04-15,HA,UCB,50-80,0,,,,,,,,,,,,2022-04-15 14:22,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1147/detail,1147,HB1_D3_CO2-T3,2022-04-15,HB,UCB,20-30,0,,,,,,,,,,,,2022-04-15 14:23,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1148/detail,1148,HB1_D4_CO2-T3,2022-04-15,HB,UCB,30-50,0,,,,,,,,,,,,2022-04-15 14:23,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1149/detail,1149,HB1_D5_CO2-T3,2022-04-15,HB,UCB,50-80,0,,,,,,,,,,,,2022-04-15 14:24,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1150/detail,1150,HC1_D3_CO2-T3,2022-04-15,HC,UCB,20-30,0,,,,,,,,,,,,2022-04-15 14:25,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1151/detail,1151,HC1_D4_CO2-T3,2022-04-15,HC,UCB,30-50,0,,,,,,,,,,,,2022-04-15 14:25,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1152/detail,1152,HC1_D5_CO2-T3,2022-04-15,HC,UCB,50-80,0,,,,,,,,,,,,2022-04-15 14:26,30,,,,,,,
https://biotite.berkeley.edu/QRLab/1153/detail,1153,AA3_D1_DNA-RNA,2022-04-27,AA,UCB,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1154/detail,1154,AA3_D2_DNA-RNA,2022-04-27,AA,UCB,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1155/detail,1155,AA3_D3_DNA-RNA,2022-04-27,AA,UCB,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1156/detail,1156,AA3_D4_DNA-RNA,2022-04-27,AA,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1157/detail,1157,AA3_D5_DNA-RNA,2022-04-27,AA,UCB,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1158/detail,1158,AB3_D1_DNA-RNA,2022-04-27,AB,UCB,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1159/detail,1159,AB3_D2_DNA-RNA,2022-04-27,AB,UCB,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1160/detail,1160,AB3_D3_DNA-RNA,2022-04-27,AB,UCB,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1161/detail,1161,AB3_D4_DNA-RNA,2022-04-27,AB,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1162/detail,1162,AB3_D5_DNA-RNA,2022-04-27,AB,UCB,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1163/detail,1163,AC3_D1_DNA-RNA,2022-04-27,AC,UCB,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1164/detail,1164,AC3_D2_DNA-RNA,2022-04-27,AC,UCB,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1165/detail,1165,AC3_D3_DNA-RNA,2022-04-27,AC,UCB,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1166/detail,1166,AC3_D4_DNA-RNA,2022-04-27,AC,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1167/detail,1167,AC3_D5_DNA-RNA,2022-04-27,AC,UCB,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1168/detail,1168,HA3_D1_DNA-RNA,2022-04-27,HA,UCB,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1169/detail,1169,HA3_D2_DNA-RNA,2022-04-27,HA,UCB,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1170/detail,1170,HA3_D3_DNA-RNA,2022-04-27,HA,UCB,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1171/detail,1171,HA3_D4_DNA-RNA,2022-04-27,HA,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1172/detail,1172,HA3_D5_DNA-RNA,2022-04-27,HA,UCB,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1173/detail,1173,HB3_D1_DNA-RNA,2022-04-27,HB,UCB,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1174/detail,1174,HB3_D2_DNA-RNA,2022-04-27,HB,UCB,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1175/detail,1175,HB3_D3_DNA-RNA,2022-04-27,HB,UCB,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1176/detail,1176,HB3_D4_DNA-RNA,2022-04-27,HB,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1177/detail,1177,HB3_D5_DNA-RNA,2022-04-27,HB,UCB,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1178/detail,1178,HC3_D1_DNA-RNA,2022-04-27,HC,UCB,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1179/detail,1179,HC3_D2_DNA-RNA,2022-04-27,HC,UCB,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1180/detail,1180,HC3_D3_DNA-RNA,2022-04-27,HC,UCB,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1181/detail,1181,HC3_D4_DNA-RNA,2022-04-27,HC,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1182/detail,1182,HC3_D5_DNA-RNA,2022-04-27,HC,UCB,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1183/detail,1183,AA3_D1_GSC,2022-04-27,AA,UCB,0-10,0,MY,,,,,,23.75586854,,,,,,,,,,,5,5.055,4.565
https://biotite.berkeley.edu/QRLab/1184/detail,1184,AA3_D2_GSC,2022-04-27,AA,UCB,10-20,0,ES,,,,,,24.5481691,,,,,,,,,,,5.037,5.037,4.575
https://biotite.berkeley.edu/QRLab/1185/detail,1185,AA3_D3_GSC,2022-04-27,AA,UCB,20-30,0,ZH,,,,,,22.80835493,,,,,,,,,,,5.082,5.109,4.6
https://biotite.berkeley.edu/QRLab/1186/detail,1186,AA3_D4_GSC,2022-04-27,AA,UCB,30-50,0,ZA-A,,,,,,19.42330211,,,,,,,,,,,5.058,5.148,4.67
https://biotite.berkeley.edu/QRLab/1187/detail,1187,AA3_D5_GSC,2022-04-27,AA,UCB,50-80,0,JF,,,,,,20.02350522,,,,,,,,,,,5.087,5.021,4.66
https://biotite.berkeley.edu/QRLab/1188/detail,1188,AB3_D1_GSC,2022-04-27,AB,UCB,0-10,0,MY,,,,,,21.40879729,,,,,,,,,,,4.998,5.012,4.625
https://biotite.berkeley.edu/QRLab/1189/detail,1189,AB3_D2_GSC,2022-04-27,AB,UCB,10-20,0,ES,,,,,,20.96901054,,,,,,,,,,,5.077,5.057,4.545
https://biotite.berkeley.edu/QRLab/1190/detail,1190,AB3_D3_GSC,2022-04-27,AB,UCB,20-30,0,ZH,,,,,,19.2244348,,,,,,,,,,,5.069,5.111,4.64
https://biotite.berkeley.edu/QRLab/1191/detail,1191,AB3_D4_GSC,2022-04-27,AB,UCB,30-50,0,ZA-A,,,,,,18.17511792,,,,,,,,,,,5.08,5.021,4.755
https://biotite.berkeley.edu/QRLab/1192/detail,1192,AB3_D5_GSC,2022-04-27,AB,UCB,50-80,0,JF,,,,,,17.54125167,,,,,,,,,,,5.064,5.033,4.8
https://biotite.berkeley.edu/QRLab/1193/detail,1193,AC3_D1_GSC,2022-04-27,AC,UCB,0-10,0,MY,,,,,,23.92206963,,,,,,,,,,,5.02,5.103,4.545
https://biotite.berkeley.edu/QRLab/1194/detail,1194,AC3_D2_GSC,2022-04-27,AC,UCB,10-20,0,ES,,,,,,21.73202614,,,,,,,,,,,5.019,5.019,4.465
https://biotite.berkeley.edu/QRLab/1195/detail,1195,AC3_D3_GSC,2022-04-27,AC,UCB,20-30,0,ZH,,,,,,20.66443158,,,,,,,,,,,4.953,5.039,4.455
https://biotite.berkeley.edu/QRLab/1196/detail,1196,AC3_D4_GSC,2022-04-27,AC,UCB,30-50,0,ZA-A,,,,,,20.69975339,,,,,,,,,,,5.065,5.111,4.49
https://biotite.berkeley.edu/QRLab/1197/detail,1197,AC3_D5_GSC,2022-04-27,AC,UCB,50-80,0,JF,,,,,,20.07609014,,,,,,,,,,,5.121,4.964,4.475
https://biotite.berkeley.edu/QRLab/1198/detail,1198,HA3_D1_GSC,2022-04-27,HA,UCB,0-10,0,MY,,,,,,13.20754717,,,,,,,,,,,4.995,5.004,5.06
https://biotite.berkeley.edu/QRLab/1199/detail,1199,HA3_D2_GSC,2022-04-27,HA,UCB,10-20,0,ES,,,,,,12.63337601,,,,,,,,,,,5.038,5.057,5.005
https://biotite.berkeley.edu/QRLab/1200/detail,1200,HA3_D3_GSC,2022-04-27,HA,UCB,20-30,0,ZH,,,,,,11.63166397,,,,,,,,,,,4.95,4.999,5.01
https://biotite.berkeley.edu/QRLab/1201/detail,1201,HA3_D4_GSC,2022-04-27,HA,UCB,30-50,0,ZA-A,,,,,,7.76504298,,,,,,,,,,,5.141,5.002,4.91
https://biotite.berkeley.edu/QRLab/1202/detail,1202,HA3_D5_GSC,2022-04-27,HA,UCB,50-80,0,JF,,,,,,7.056798623,,,,,,,,,,,5.003,5.006,5.005
https://biotite.berkeley.edu/QRLab/1203/detail,1203,HB3_D1_GSC,2022-04-27,HB,UCB,0-10,0,MY,,,,,,14.38170122,,,,,,,,,,,5.014,5.106,5.175
https://biotite.berkeley.edu/QRLab/1204/detail,1204,HB3_D2_GSC,2022-04-27,HB,UCB,10-20,0,ES,,,,,,11.35806033,,,,,,,,,,,5.024,5.024,4.95
https://biotite.berkeley.edu/QRLab/1205/detail,1205,HB3_D3_GSC,2022-04-27,HB,UCB,20-30,0,ZH,,,,,,12.48387559,,,,,,,,,,,5,5.024,4.99
https://biotite.berkeley.edu/QRLab/1206/detail,1206,HB3_D4_GSC,2022-04-27,HB,UCB,30-50,0,ZA-A,,,,,,9.886866699,,,,,,,,,,,5.001,5.015,4.98
https://biotite.berkeley.edu/QRLab/1207/detail,1207,HB3_D5_GSC,2022-04-27,HB,UCB,50-80,0,JF,,,,,,8.288670074,,,,,,,,,,,5.013,5.006,5.185
https://biotite.berkeley.edu/QRLab/1208/detail,1208,HC3_D1_GSC,2022-04-27,HC,UCB,0-10,0,MY,,,,,,15.54339328,,,,,,,,,,,5.088,4.999,4.925
https://biotite.berkeley.edu/QRLab/1209/detail,1209,HC3_D2_GSC,2022-04-27,HC,UCB,10-20,0,ES,,,,,,14.7815599,,,,,,,,,,,5.051,5.014,4.875
https://biotite.berkeley.edu/QRLab/1210/detail,1210,HC3_D3_GSC,2022-04-27,HC,UCB,20-30,0,ZH,,,,,,11.32606832,,,,,,,,,,,5.011,5.097,4.96
https://biotite.berkeley.edu/QRLab/1211/detail,1211,HC3_D4_GSC,2022-04-27,HC,UCB,30-50,0,ZA-A,,,,,,11.84311715,,,,,,,,,,,5.062,5.025,5.115
https://biotite.berkeley.edu/QRLab/1212/detail,1212,HC3_D5_GSC,2022-04-27,HC,UCB,50-80,0,JF,,,,,,10.58194154,,,,,,,,,,,5.039,5.009,5.24
https://biotite.berkeley.edu/QRLab/1213/detail,1213,AA3_D1_EMSL,2022-04-27,AA,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1214/detail,1214,AA3_D2_EMSL,2022-04-27,AA,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1215/detail,1215,AA3_D3_EMSL,2022-04-27,AA,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1216/detail,1216,AA3_D4_EMSL,2022-04-27,AA,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1217/detail,1217,AA3_D5_EMSL,2022-04-27,AA,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1218/detail,1218,AB3_D1_EMSL,2022-04-27,AB,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1219/detail,1219,AB3_D2_EMSL,2022-04-27,AB,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1220/detail,1220,AB3_D3_EMSL,2022-04-27,AB,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1221/detail,1221,AB3_D4_EMSL,2022-04-27,AB,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1222/detail,1222,AB3_D5_EMSL,2022-04-27,AB,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1223/detail,1223,AC3_D1_EMSL,2022-04-27,AC,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1224/detail,1224,AC3_D2_EMSL,2022-04-27,AC,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1225/detail,1225,AC3_D3_EMSL,2022-04-27,AC,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1226/detail,1226,AC3_D4_EMSL,2022-04-27,AC,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1227/detail,1227,AC3_D5_EMSL,2022-04-27,AC,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1228/detail,1228,HA3_D1_EMSL,2022-04-27,HA,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1229/detail,1229,HA3_D2_EMSL,2022-04-27,HA,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1230/detail,1230,HA3_D3_EMSL,2022-04-27,HA,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1231/detail,1231,HA3_D4_EMSL,2022-04-27,HA,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1232/detail,1232,HA3_D5_EMSL,2022-04-27,HA,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1233/detail,1233,HB3_D1_EMSL,2022-04-27,HB,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1234/detail,1234,HB3_D2_EMSL,2022-04-27,HB,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1235/detail,1235,HB3_D3_EMSL,2022-04-27,HB,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1236/detail,1236,HB3_D4_EMSL,2022-04-27,HB,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1237/detail,1237,HB3_D5_EMSL,2022-04-27,HB,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1238/detail,1238,HC3_D1_EMSL,2022-04-27,HC,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1239/detail,1239,HC3_D2_EMSL,2022-04-27,HC,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1240/detail,1240,HC3_D3_EMSL,2022-04-27,HC,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1241/detail,1241,HC3_D4_EMSL,2022-04-27,HC,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1242/detail,1242,HC3_D5_EMSL,2022-04-27,HC,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1243/detail,1243,AA3_D1_METABOL,2022-04-27,AA,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1244/detail,1244,AA3_D2_METABOL,2022-04-27,AA,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1245/detail,1245,AA3_D3_METABOL,2022-04-27,AA,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1246/detail,1246,AA3_D4_METABOL,2022-04-27,AA,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1247/detail,1247,AA3_D5_METABOL,2022-04-27,AA,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1248/detail,1248,AB3_D1_METABOL,2022-04-27,AB,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1249/detail,1249,AB3_D2_METABOL,2022-04-27,AB,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1250/detail,1250,AB3_D3_METABOL,2022-04-27,AB,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1251/detail,1251,AB3_D4_METABOL,2022-04-27,AB,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1252/detail,1252,AB3_D5_METABOL,2022-04-27,AB,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1253/detail,1253,AC3_D1_METABOL,2022-04-27,AC,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1254/detail,1254,AC3_D2_METABOL,2022-04-27,AC,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1255/detail,1255,AC3_D3_METABOL,2022-04-27,AC,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1256/detail,1256,AC3_D4_METABOL,2022-04-27,AC,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1257/detail,1257,AC3_D5_METABOL,2022-04-27,AC,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1258/detail,1258,HA3_D1_METABOL,2022-04-27,HA,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1259/detail,1259,HA3_D2_METABOL,2022-04-27,HA,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1260/detail,1260,HA3_D3_METABOL,2022-04-27,HA,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1261/detail,1261,HA3_D4_METABOL,2022-04-27,HA,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1262/detail,1262,HA3_D5_METABOL,2022-04-27,HA,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1263/detail,1263,HB3_D1_METABOL,2022-04-27,HB,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1264/detail,1264,HB3_D2_METABOL,2022-04-27,HB,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1265/detail,1265,HB3_D3_METABOL,2022-04-27,HB,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1266/detail,1266,HB3_D4_METABOL,2022-04-27,HB,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1267/detail,1267,HB3_D5_METABOL,2022-04-27,HB,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1268/detail,1268,HC3_D1_METABOL,2022-04-27,HC,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1269/detail,1269,HC3_D2_METABOL,2022-04-27,HC,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1270/detail,1270,HC3_D3_METABOL,2022-04-27,HC,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1271/detail,1271,HC3_D4_METABOL,2022-04-27,HC,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1272/detail,1272,HC3_D5_METABOL,2022-04-27,HC,PNNL,50-80,0,JF,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1273/detail,1273,AA3_D1_PROTEO,2022-04-27,AA,PNNL,0-10,0,MY,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1274/detail,1274,AA3_D2_PROTEO,2022-04-27,AA,PNNL,10-20,0,ES,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1275/detail,1275,AA3_D3_PROTEO,2022-04-27,AA,PNNL,20-30,0,ZH,,,,,,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1276/detail,1276,AA3_D4_PROTEO,2022-04-27,AA,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,,,,,,
