Samples with high stdevs for the concentration measurements:
Density thresholds:	1.72904	1.72240	1.71584	1.70770
HA5_D1_16O-7-2431-142-EFGH	 1.451_1.75897:1.73165_0.000-0.000-0.087-0.468-6.702	28.323_1.72747:1.72747_28.323	29.310_1.72091:1.72091_29.310	15.460_1.71435:1.70889_21.285-9.634	1.427_1.70233:1.65335_4.003-2.413-1.580-0.862-0.424-0.315-0.391
HA5_D1_18O-7-2446-139-ABCD	 1.793_1.75766:1.72943_0.257-0.345-0.919-1.598-2.226-5.414	10.248_1.72288:1.72288_10.248	9.875_1.71632:1.71632_9.875	5.776_1.71086:1.71086_5.776	0.702_1.70559:1.64240_2.224-1.164-0.752-0.380-0.179-0.101-0.116
HA5_D3_16O-7-2433-138-ABCD	 0.164_1.75981:1.73269_0.000-0.000-0.000-0.084-0.735	7.191_1.72831:1.72831_7.191	14.330_1.72176:1.71739_16.266-12.394	9.402_1.70974:1.70974_9.402	1.041_1.70427:1.65966_3.544-1.548-1.060-0.451-0.281-0.202-0.199
HA5_D3_18O-7-2448-139-ABCD	 0.477_1.75735:1.73241_0.073-0.114-0.175-0.601-1.422	5.147_1.72695:1.72695_5.147	8.858_1.72058:1.72058_8.858	6.068_1.71403:1.71403_6.068	1.030_1.70747:1.65759_4.579-1.729-0.849-0.519-0.253-0.141-0.086-0.088
HA5_D5_16O-7-2435-135-EFGH	 1.804_1.75468:1.73192_0.000-0.032-0.163-0.849-7.976	26.705_1.72536:1.72536_26.705	23.232_1.71990:1.71990_23.232	12.051_1.71334:1.71007_17.049-7.052	1.218_1.70351:1.66108_3.018-2.127-0.970-0.529-0.350-0.315
HA5_D5_18O-7-2450-139-EFGH	 0.816_1.75645:1.73389_0.117-0.321-0.516-0.948-2.178	7.683_1.72842:1.72842_7.683	12.404_1.72206:1.71659_12.959-11.849	6.242_1.71004:1.71004_6.242	0.880_1.70457:1.65540_2.937-1.372-0.651-0.403-0.268-0.248-0.283
HB5_D1_16O-7-2436-134-IJKL	 0.297_1.75503:1.73208_0.000-0.000-0.000-0.095-1.392	7.991_1.72553:1.72553_7.991	10.534_1.72006:1.72006_10.534	6.005_1.71460:1.70804_7.853-4.157	0.614_1.70149:1.65797_1.792-1.028-0.671-0.335-0.169-0.168-0.135
HB5_D1_18O-7-2451-146-ABCD	 1.836_1.75552:1.73277_0.301-0.612-1.615-2.624-4.027	11.141_1.72621:1.72621_11.141	13.210_1.72075:1.72075_13.210	6.805_1.71419:1.70892_9.059-4.552	0.522_1.70345:1.64791_1.390-0.944-0.524-0.308-0.180-0.131-0.178
HB5_D3_16O-7-2438-140-IJKL	 2.291_1.75378:1.72974_0.000-0.028-0.062-1.014-10.353	14.706_1.72427:1.72427_14.706	13.211_1.71771:1.71771_13.211	8.048_1.71225:1.71225_8.048	1.243_1.70698:1.66911_3.813-1.462-1.258-0.458-0.235-0.231
HB5_D3_18O-7-2453-139-EFGH	 1.095_1.75801:1.73397_0.128-0.325-0.735-1.651-2.634	7.681_1.72760:1.72323_6.065-9.296	6.952_1.71668:1.71668_6.952	4.661_1.71012:1.71012_4.661	0.603_1.70466:1.65677_1.957-0.905-0.541-0.371-0.221-0.107-0.123
HB5_D5_16O-7-2440-134-ABCD	 1.048_1.75858:1.73017_0.000-0.000-0.000-0.085-0.570-5.634	17.310_1.72490:1.72490_17.310	15.909_1.71944:1.71944_15.909	11.278_1.71179:1.71179_11.278	1.373_1.70632:1.66608_4.793-2.096-1.318-0.712-0.303-0.195-0.194
HB5_D5_18O-7-2455-146-EFGH	 1.893_1.75891:1.73050_0.233-0.453-0.742-1.299-2.562-6.068	14.783_1.72504:1.72504_14.783	13.669_1.71758:1.71649_14.791-12.548	6.975_1.70774:1.70774_6.975	0.904_1.70337:1.65092_2.861-1.408-0.862-0.481-0.292-0.185-0.236
HC5_D1_16O-7-2441-138-EFGH	 0.467_1.75831:1.73318_0.044-0.080-0.103-0.192-0.495-1.886	8.433_1.72771:1.72771_8.433	11.935_1.72225:1.71698_11.940-11.929	5.534_1.71132:1.70824_7.829-3.239	0.608_1.70277:1.66671_1.597-0.844-0.537-0.309-0.183-0.180
HC5_D1_18O-7-2456-146-EFGH	 1.591_1.75815:1.73192_0.196-0.421-0.695-1.665-2.503-4.064	9.999_1.72318:1.72318_9.999	9.078_1.72209:1.72209_9.078	4.486_1.71444:1.70897_5.363-3.609	0.544_1.70242:1.64469_1.531-0.926-0.600-0.329-0.187-0.131-0.106
HC5_D3_16O-7-2443-140-IJKL	 2.009_1.75968:1.73017_0.000-0.000-0.028-0.128-1.160-10.737	15.129_1.72362:1.72362_15.129	14.758_1.71815:1.71815_14.758	12.953_1.71269:1.71269_12.953	1.320_1.70613:1.62346_5.834-0.000-1.458-0.818-0.453-0.363-0.312
HC5_D3_18O-7-2458-139-ABCD	 1.903_1.75861:1.72930_0.115-0.521-0.972-1.890-3.278-4.641	7.807_1.72493:1.72493_7.807	6.526_1.71728:1.71728_6.526	4.374_1.71072:1.71072_4.374	0.583_1.70526:1.65647_2.179-0.761-0.439-0.257-0.173-0.130-0.139
HC5_D5_16O-7-2445-143-MNOP	 0.290_1.75913:1.73290_0.000-0.000-0.000-0.106-1.347	11.945_1.72744:1.72744_11.945	20.264_1.72108:1.71670_22.292-18.236	11.569_1.71015:1.71015_11.569	1.153_1.70468:1.64895_4.142-1.585-0.985-0.541-0.284-0.225-0.307
HC5_D5_18O-7-2460-141-ABCD	 0.976_1.75566:1.73162_0.000-0.183-0.515-0.880-3.301	13.931_1.72616:1.72616_13.931	16.844_1.72069:1.72069_16.844	9.852_1.71523:1.70886_12.857-6.846	0.657_1.70340:1.64349_2.216-0.960-0.667-0.270-0.161-0.131-0.196
AA7_D1_16O-7-3178-136-IJKL	 0.129_1.75664:1.73351_0.000-0.000-0.000-0.056-0.591	4.294_1.72586:1.72586_4.294	8.077_1.72039:1.72039_8.077	5.023_1.71384:1.70837_6.436-3.609	0.404_1.70291:1.62114_1.445-0.655-0.332-0.201-0.094-0.055-0.044
AA7_D1_18O-7-3193-149-MNOP	 0.864_1.75927:1.73651_0.047-0.215-0.484-0.940-2.632	8.175_1.72886:1.72340_6.850-9.501	6.071_1.71684:1.71684_6.071	3.530_1.71157:1.71157_3.530	0.411_1.70610:1.62672_1.675-0.747-0.000-0.219-0.107-0.066-0.063
AA7_D3_16O-7-3180-138-ABCD	 0.258_1.75645:1.73241_0.000-0.015-0.000-0.134-1.140	8.347_1.72714:1.72714_8.347	12.391_1.72168:1.72168_12.391	11.809_1.71403:1.71403_11.809	1.590_1.70747:1.66157_7.072-2.689-1.263-0.669-0.410-0.238-0.175-0.205
AA7_D3_18O-7-3195-133-IJKL	 0.730_1.75588:1.73293_0.000-0.153-0.443-0.983-2.072	8.392_1.72747:1.72747_8.392	15.168_1.72091:1.72091_15.168	10.879_1.71545:1.70889_13.571-8.187	0.875_1.70343:1.66100_3.171-1.298-0.660-0.384-0.224-0.185-0.201
AA7_D5_16O-7-3182-140-EFGH	 0.361_1.75645:1.73080_0.022-0.056-0.149-0.406-1.170	5.154_1.72534:1.72534_5.154	15.476_1.71878:1.71878_15.476	16.916_1.71550:1.70914_19.133-14.699	2.324_1.70258:1.65925_7.303-4.708-1.836-1.046-0.574-0.381-0.420
AA7_D5_18O-7-3197-141-EFGH	 2.099_1.75921:1.73427_0.277-0.962-1.690-2.545-5.022	11.638_1.72881:1.72881_11.638	22.353_1.72225:1.71679_21.842-22.864	14.406_1.71132:1.71132_14.406	1.688_1.70477:1.65360_5.458-2.904-1.633-0.755-0.417-0.314-0.334
AB7_D1_16O-7-3183-137-IJKL	 0.662_1.75883:1.73370_0.000-0.028-0.189-0.630-2.465	14.616_1.72823:1.72277_11.542-17.689	14.022_1.71621:1.71621_14.022	8.921_1.71075:1.71075_8.921	1.178_1.70419:1.66267_3.837-1.822-1.150-0.652-0.381-0.214-0.186
AB7_D1_18O-7-3198-129-IJKL	 1.343_1.75312:1.73364_0.172-0.437-1.311-3.453	13.176_1.72837:1.72291_11.432-14.920	11.662_1.71635:1.71635_11.662	5.082_1.71089:1.71089_5.082	0.740_1.70651:1.65862_2.558-1.129-0.677-0.422-0.199-0.083-0.108
AB7_D3_16O-7-3185-135-EFGH	 1.654_1.75416:1.72922_0.000-0.037-0.129-0.686-7.420	22.633_1.72485:1.72485_22.633	19.468_1.72047:1.72047_19.468	16.739_1.71282:1.71282_16.739	1.669_1.70736:1.66166_6.691-2.368-1.198-0.695-0.341-0.193-0.200
AB7_D3_18O-7-3200-129-ABCD	 0.820_1.75768:1.73330_0.000-0.164-0.392-0.903-2.640	10.120_1.72728:1.72728_10.120	14.433_1.72200:1.71654_15.312-13.553	9.461_1.70889:1.70889_9.461	0.883_1.70343:1.65972_3.057-1.373-0.841-0.411-0.218-0.127-0.152
AB7_D5_16O-7-3187-141-IJKL	 0.407_1.75790:1.73405_0.000-0.000-0.000-0.224-1.809	14.938_1.72859:1.72859_14.938	25.269_1.72203:1.71657_25.355-25.182	13.691_1.71110:1.71110_13.691	1.420_1.70564:1.64335_4.389-2.467-1.214-0.611-0.387-0.372-0.497
AB7_D5_18O-7-3202-138-IJKL	 1.158_1.75965:1.73361_0.000-0.000-0.399-1.531-2.180-2.841	6.578_1.72815:1.72815_6.578	13.683_1.72159:1.71613_13.715-13.652	9.316_1.70957:1.70957_9.316	0.983_1.70302:1.66168_3.499-1.488-0.899-0.391-0.230-0.178-0.194
AC7_D1_16O-7-3188-142-ABCD	 0.754_1.75741:1.73266_0.000-0.000-0.000-0.280-3.491	19.768_1.72719:1.72719_19.768	26.839_1.72173:1.72173_26.839	17.450_1.71517:1.70862_19.825-15.075	1.061_1.70444:1.63906_3.218-1.778-0.904-0.548-0.299-0.313-0.369
AC7_D1_18O-7-3203-133-ABCD	 0.799_1.75675:1.73310_0.000-0.076-0.285-1.041-2.593	10.433_1.72435:1.72435_10.433	17.171_1.72108:1.71670_19.047-15.295	8.799_1.71034:1.71034_8.799	0.821_1.70597:1.66245_2.607-1.426-0.752-0.485-0.241-0.113-0.122
AC7_D3_16O-7-3190-136-EFGH	 0.480_1.75987:1.72946_0.000-0.000-0.062-0.170-0.469-2.176	8.862_1.72400:1.72400_8.862	13.137_1.71853:1.71853_13.137	12.528_1.71307:1.71307_12.528	1.895_1.70651:1.66409_7.371-2.945-1.358-0.759-0.421-0.217-0.198
AC7_D3_18O-7-3205-133-EFGH	 1.655_1.75430:1.73045_0.071-0.325-0.740-1.880-5.259	12.965_1.72389:1.72389_12.965	14.166_1.71843:1.71843_14.166	11.795_1.71078:1.71078_11.795	1.466_1.70640:1.66289_5.941-2.159-0.988-0.532-0.300-0.159-0.180
AC7_D5_16O-7-3192-136-ABCD	 0.105_1.75960:1.73484_0.000-0.000-0.029-0.059-0.435	8.267_1.72829:1.72282_4.183-12.351	14.228_1.71736:1.71736_14.228	9.605_1.71209:1.71209_9.605	1.123_1.70662:1.63161_4.315-1.715-0.855-0.406-0.223-0.177-0.169
AC7_D5_18O-7-3207-132-ABCD	 0.785_1.75719:1.73116_0.000-0.064-0.339-0.617-1.151-2.541	7.748_1.72569:1.72569_7.748	13.309_1.71933:1.71933_13.309	12.576_1.71386:1.71386_12.576	1.765_1.70731:1.66160_7.212-2.718-1.122-0.575-0.289-0.217-0.221
HA8_D1_16O-7-3627-134-IJKL	 0.174_1.75645:1.73241_0.000-0.000-0.000-0.088-0.783	5.901_1.72586:1.72586_5.901	12.204_1.72039:1.72039_12.204	7.326_1.71493:1.70946_9.021-5.630	0.727_1.70291:1.66704_2.437-1.242-0.732-0.371-0.165-0.066-0.078
HA8_D1_18O-7-3642-141-ABCD	 3.444_1.75940:1.73228_0.950-1.887-4.912-6.026	9.674_1.72572:1.72572_9.674	9.741_1.71807:1.71807_9.741	2.717_1.70952:1.70952_2.717	0.401_1.70406:1.65070_0.801-0.611-0.435-0.221-0.166-0.173
HA8_D3_16O-7-3629-135-EFGH	 1.905_1.75602:1.73088_0.000-0.000-0.161-0.983-8.382	25.629_1.72433:1.72433_25.629	22.521_1.71886:1.71886_22.521	11.039_1.71231:1.70813_15.725-6.353	0.966_1.70266:1.66551_2.550-1.561-0.789-0.390-0.232-0.274
HA8_D3_18O-7-3644-129-MNOP	 6.515_1.75279:1.73004_2.075-3.556-5.550-8.146-13.248	15.977_1.72348:1.72348_15.977	11.844_1.72020:1.72020_11.844	8.366_1.71364:1.71364_8.366	1.129_1.70709:1.65901_3.577-1.847-1.011-0.574-0.435-0.207-0.251
HA8_D5_16O-7-3631-135-ABCD	 1.407_1.75984:1.72982_0.000-0.000-0.000-0.107-0.762-7.572	14.304_1.72326:1.72326_14.304	14.712_1.71780:1.71780_14.712	11.279_1.71143:1.71143_11.279	1.834_1.70706:1.66373_6.669-2.637-1.721-0.968-0.373-0.205-0.267
HA8_D5_18O-7-3646-132-ABCD	 1.342_1.75714:1.73219_0.110-0.329-0.644-1.665-3.962	12.976_1.72673:1.72673_12.976	21.780_1.72036:1.72036_21.780	10.858_1.71381:1.70944_12.445-9.270	0.985_1.70288:1.64188_3.017-1.299-0.800-0.328-0.242-0.226
HB8_D1_16O-7-3632-142-ABCD	 1.245_1.75774:1.73389_0.000-0.000-0.048-0.335-5.844	24.506_1.72733:1.72733_24.506	21.433_1.72077:1.71769_27.307-15.558	7.945_1.71004:1.71004_7.945	1.122_1.70457:1.64904_3.225-1.959-1.087-0.662-0.363-0.249-0.310
HB8_D1_18O-7-3647-142-IJKL	 2.851_1.75796:1.73301_0.781-1.352-2.821-3.985-5.316	9.762_1.72646:1.72646_9.762	10.026_1.72209:1.72209_10.026	4.587_1.71553:1.71007_5.999-3.174	0.569_1.70351:1.65780_1.384-0.760-0.481-0.289-0.250-0.249
HB8_D3_16O-7-3634-134-EFGH	 0.535_1.75839:1.73127_0.040-0.063-0.190-0.332-0.622-1.964	5.926_1.72580:1.72580_5.926	9.289_1.72034:1.72034_9.289	6.910_1.71378:1.70832_8.248-5.573	0.838_1.70285:1.66024_2.390-1.377-0.882-0.499-0.319-0.198-0.202
HB8_D3_18O-7-3649-142-IJKL	 3.270_1.75984:1.72943_0.479-0.995-1.871-3.619-4.532-8.128	9.159_1.72307:1.72307_9.159	7.247_1.71761:1.71761_7.247	4.379_1.71233:1.71233_4.379	0.676_1.70687:1.65024_1.836-0.875-0.644-0.291-0.203-0.207
HB8_D5_16O-7-3636-136-ABCD	 0.380_1.75487:1.73102_0.000-0.000-0.040-0.234-1.628	11.862_1.72556:1.72556_11.862	17.387_1.71900:1.71900_17.387	12.638_1.71354:1.71354_12.638	1.967_1.70717:1.66731_7.617-2.718-1.463-1.013-0.446-0.255-0.256
HB8_D5_18O-7-3651-132-ABCD	 1.172_1.75580:1.73086_0.130-0.413-0.572-1.373-3.370	9.862_1.72430:1.72430_9.862	10.647_1.71993:1.71993_10.647	5.910_1.71356:1.70810_7.485-4.334	0.651_1.70263:1.65931_1.865-0.899-0.637-0.239-0.126-0.141
HC8_D1_16O-7-3637-138-EFGH	 0.571_1.75760:1.73247_0.041-0.064-0.138-0.233-1.079-1.871	8.764_1.72591:1.72591_8.764	13.816_1.71717:1.71717_13.816	6.998_1.70952:1.70952_6.998	1.048_1.70315:1.66054_3.381-1.581-1.034-0.716-0.139-0.249-0.237
HC8_D1_18O-7-3652-131-ABCD	 3.164_1.75976:1.72935_0.867-1.356-2.158-3.980-4.451-6.170	10.206_1.72389:1.72389_10.206	8.214_1.71752:1.71752_8.214	4.731_1.71206:1.71206_4.731	0.534_1.70550:1.66198_1.874-0.782-0.464-0.290-0.152-0.082-0.093
HC8_D3_16O-7-3639-137-EFGH	 1.047_1.75602:1.73416_0.000-0.026-0.217-0.897-4.097	18.303_1.72651:1.72651_18.303	29.294_1.72124:1.72124_29.294	17.987_1.71468:1.70922_21.469-14.504	1.706_1.70266:1.64603_5.587-2.773-1.635-0.916-0.451-0.299-0.277
HC8_D3_18O-7-3654-132-MNOP	 5.290_1.75858:1.73036_0.714-1.048-2.202-5.017-10.318-12.442	20.650_1.72509:1.72509_20.650	21.354_1.71963:1.71963_21.354	19.799_1.71307:1.71307_19.799	3.392_1.70761:1.66280_13.516-4.851-2.318-1.360-0.752-0.482-0.466
HC8_D5_16O-7-3641-137-IJKL	 0.755_1.75651:1.73356_0.000-0.089-0.244-0.721-2.721	11.328_1.72810:1.72810_11.328	12.074_1.72154:1.71608_13.348-10.800	8.919_1.70952:1.70952_8.919	1.186_1.70406:1.66144_3.837-1.728-1.187-0.633-0.382-0.257-0.278
HC8_D5_18O-7-3656-138-IJKL	 0.453_1.75927:1.73432_0.000-0.131-0.207-0.470-1.459	4.358_1.72777:1.72777_4.358	7.659_1.72121:1.72121_7.659	5.460_1.71466:1.71028_7.004-3.916	0.427_1.70373:1.66239_1.638-0.633-0.347-0.170-0.076-0.030-0.095
AA9_D1_16O-7-3942-143-ABCD	 0.364_1.75960:1.72919_0.000-0.000-0.000-0.000-0.081-2.101	14.497_1.72392:1.72392_14.497	19.190_1.71845:1.71845_19.190	10.859_1.71299:1.71299_10.859	1.019_1.70643:1.65526_4.109-1.482-0.917-0.545-0.382-0.264-0.197-0.258
AA9_D1_18O-7-3957-129-IJKL	 1.295_1.75976:1.73482_0.013-0.181-0.565-1.656-4.062	9.463_1.72826:1.72826_9.463	11.616_1.72170:1.71624_13.894-9.338	6.504_1.71078:1.71078_6.504	0.602_1.70441:1.66089_1.995-1.002-0.595-0.305-0.164-0.077-0.078
AA9_D3_16O-7-3944-143-ABCD	 0.269_1.75470:1.73086_0.000-0.000-0.000-0.066-1.281	11.996_1.72430:1.72430_11.996	17.366_1.71884:1.71884_17.366	12.277_1.71228:1.71228_12.277	1.238_1.70681:1.64909_5.730-1.517-1.014-0.593-0.353-0.218-0.177-0.304
AA9_D3_18O-7-3959-132-IJKL	 1.203_1.75643:1.73129_0.000-0.271-0.627-1.403-3.713	11.786_1.72602:1.72602_11.786	17.393_1.71946:1.71946_17.393	13.755_1.71400:1.71400_13.755	2.022_1.70744:1.66502_7.990-3.288-1.371-0.739-0.371-0.196-0.201
AA9_D5_16O-7-3946-141-MNOP	 0.887_1.75757:1.73372_0.087-0.177-0.255-0.549-1.078-3.174	16.451_1.72826:1.72280_13.404-19.497	19.293_1.71733:1.71733_19.293	13.278_1.71078:1.71078_13.278	1.808_1.70531:1.64302_6.495-3.317-1.753-0.938-0.630-0.450-0.430-0.455
AA9_D5_18O-7-3961-146-IJKL	 1.044_1.75850:1.72938_0.000-0.000-0.228-0.637-1.206-4.196	14.584_1.72392:1.72392_14.584	18.541_1.71736:1.71736_18.541	17.570_1.71190:1.71190_17.570	2.147_1.70662:1.64562_9.275-3.655-2.034-0.970-0.434-0.269-0.213-0.328
AB9_D1_16O-7-3947-134-IJKL	 0.469_1.75902:1.73080_0.000-0.000-0.000-0.033-0.224-2.557	12.019_1.72534:1.72534_12.019	14.908_1.71878:1.71878_14.908	11.397_1.71332:1.71332_11.397	1.363_1.70676:1.64994_5.133-2.548-1.548-0.768-0.378-0.198-0.132-0.204
AB9_D1_18O-7-3962-134-ABCD	 1.589_1.75602:1.73307_0.000-0.213-0.786-2.192-4.756	8.719_1.72739:1.72739_8.719	9.905_1.71996:1.71996_9.905	4.309_1.71449:1.70903_5.296-3.323	0.459_1.70266:1.64365_1.594-0.684-0.410-0.226-0.121-0.083-0.097
AB9_D3_16O-7-3949-135-IJKL	 1.695_1.75801:1.72959_0.000-0.047-0.223-0.619-1.538-7.745	19.114_1.72304:1.72304_19.114	19.144_1.71648:1.71648_19.144	15.273_1.71012:1.71012_15.273	2.095_1.70465:1.62507_8.178-3.848-2.109-1.109-0.577-0.358-0.275-0.308
AB9_D3_18O-7-3964-129-ABCD	 0.463_1.75981:1.73468_0.000-0.000-0.293-0.568-1.455	6.897_1.72812:1.72266_4.812-8.982	7.030_1.71629:1.71629_7.030	4.872_1.71083:1.71083_4.872	0.552_1.70537:1.64873_2.023-0.904-0.469-0.213-0.117-0.064-0.075
AB9_D5_16O-7-3951-134-EFGH	 0.494_1.75929:1.73088_0.048-0.096-0.222-0.354-0.593-1.651	4.962_1.72542:1.72542_4.962	8.860_1.71996:1.71996_8.860	6.748_1.71558:1.70903_7.959-5.537	0.991_1.70356:1.66004_2.954-1.632-0.939-0.639-0.377-0.216-0.181
AB9_D5_18O-7-3966-133-ABCD	 1.264_1.75779:1.73285_0.000-0.274-0.819-1.484-3.743	13.069_1.72739:1.72739_13.069	19.604_1.72211:1.71774_22.249-16.960	9.622_1.71009:1.71009_9.622	0.947_1.70482:1.66259_3.384-1.535-0.904-0.401-0.190-0.094-0.118
AC9_D1_16O-7-3952-137-EFGH	 0.732_1.75607:1.73203_0.000-0.037-0.149-0.539-2.934	15.099_1.72657:1.72657_15.099	27.383_1.72001:1.72001_27.383	19.000_1.71455:1.70908_24.718-13.282	1.863_1.70253:1.65791_6.139-3.045-1.427-0.896-0.679-0.415-0.441
AC9_D1_18O-7-3967-129-MNOP	 5.830_1.75369:1.72965_0.475-1.569-3.869-8.421-14.816	17.293_1.72419:1.72419_17.293	13.254_1.71763:1.71763_13.254	5.767_1.71108:1.70998_8.016-3.518	0.667_1.70015:1.65663_1.745-0.968-0.580-0.304-0.194-0.214
AC9_D3_16O-7-3954-144-ABCD	 0.553_1.75775:1.73172_0.000-0.000-0.123-0.453-2.190	12.554_1.72754:1.72754_12.554	24.668_1.72098:1.72098_24.668	15.753_1.71552:1.70896_19.952-11.554	1.232_1.70350:1.65034_4.173-1.876-1.067-0.522-0.343-0.341-0.300
AC9_D3_18O-7-3969-129-EFGH	 1.782_1.75954:1.72913_0.142-0.302-0.646-1.143-2.664-5.797	10.917_1.72258:1.72258_10.917	13.328_1.71711:1.71711_13.328	8.250_1.71165:1.71165_8.250	0.975_1.70619:1.66466_3.644-1.425-0.790-0.397-0.241-0.152-0.177
AC9_D5_16O-7-3956-141-IJKL	 0.388_1.75847:1.73443_0.000-0.025-0.064-0.245-1.604	17.117_1.72897:1.72241_11.303-22.932	21.883_1.71695:1.71695_21.883	13.415_1.71039:1.71039_13.415	1.686_1.70493:1.67562_5.286-2.172-1.240-0.602-0.411-0.403
AC9_D5_18O-7-3971-146-IJKL	 1.701_1.75727:1.72995_0.000-0.101-0.659-1.648-2.372-5.424	12.539_1.72449:1.72449_12.539	16.079_1.71812:1.71812_16.079	13.997_1.71266:1.71266_13.997	1.903_1.70610:1.64510_8.150-3.213-1.586-0.752-0.462-0.344-0.323-0.395
HA9_D1_16O-7-3987-137-IJKL	 0.873_1.75921:1.73299_0.000-0.035-0.190-0.613-3.527	13.705_1.72752:1.72752_13.705	17.669_1.72206:1.72206_17.669	9.683_1.71550:1.71004_12.832-6.534	0.937_1.70348:1.66324_2.746-1.684-1.038-0.561-0.243-0.140-0.146
HA9_D1_18O-7-4002-132-IJKL	 1.867_1.75962:1.73031_0.000-0.041-0.310-0.867-2.921-7.062	14.774_1.72485:1.72485_14.774	14.994_1.71938:1.71938_14.994	9.018_1.71282:1.71282_9.018	1.237_1.70646:1.66513_4.149-1.749-1.144-0.755-0.349-0.262-0.252
HA9_D3_16O-7-3989-135-IJKL	 2.107_1.75769:1.73057_0.019-0.073-0.225-0.557-2.005-9.762	19.266_1.72401:1.72401_19.266	16.840_1.71745:1.71745_16.840	12.042_1.71199:1.71199_12.042	1.796_1.70653:1.66377_5.665-2.747-1.703-1.094-0.596-0.382-0.384
HA9_D3_18O-7-4004-129-EFGH	 1.913_1.75935:1.73331_0.261-0.582-1.072-2.547-5.104	14.071_1.72785:1.72348_11.103-17.038	11.929_1.71692:1.71692_11.929	7.817_1.71146:1.71146_7.817	1.101_1.70600:1.65354_3.587-1.706-1.074-0.644-0.335-0.172-0.193
HA9_D5_16O-7-3991-140-EFGH	 0.455_1.75654:1.73416_0.000-0.084-0.233-0.500-1.457	7.961_1.72760:1.72760_7.961	19.324_1.72233:1.71796_21.329-17.320	13.055_1.71160:1.71160_13.055	2.023_1.70722:1.65772_6.572-3.253-1.925-1.181-0.548-0.326-0.354
HA9_D5_18O-7-4006-139-EFGH	 0.997_1.75569:1.73184_0.133-0.221-0.631-1.191-2.809	6.544_1.72638:1.72638_6.544	8.484_1.72091:1.72091_8.484	4.825_1.71455:1.70908_5.796-3.853	0.488_1.70381:1.65464_1.644-0.787-0.434-0.211-0.118-0.100-0.123
HB9_D1_16O-7-3992-136-EFGH	 0.568_1.75935:1.73094_0.000-0.000-0.065-0.170-0.528-2.644	9.849_1.72457:1.72457_9.849	11.148_1.71911:1.71911_11.148	8.771_1.71364:1.70818_11.583-5.958	0.991_1.70272:1.66029_2.591-1.468-0.937-0.460-0.236-0.256
HB9_D1_18O-7-4007-142-IJKL	 3.019_1.75990:1.73495_0.103-0.687-1.739-4.240-8.328	13.508_1.72840:1.72293_13.067-13.949	8.690_1.71766:1.71766_8.690	3.053_1.71329:1.70892_4.176-1.929	0.467_1.69856:1.65832_1.013-0.587-0.297-0.186-0.251
HB9_D3_16O-7-3994-140-IJKL	 1.965_1.75383:1.72979_0.000-0.023-0.136-0.897-8.767	13.277_1.72433:1.72433_13.277	11.287_1.71796:1.71796_11.287	8.154_1.71250:1.71250_8.154	1.260_1.70703:1.66879_3.540-1.664-1.178-0.508-0.317-0.352
HB9_D3_18O-7-4009-149-MNOP	 1.349_1.75842:1.73310_0.096-0.313-0.741-1.921-3.674	7.250_1.72763:1.72763_7.250	7.465_1.72217:1.72217_7.465	3.840_1.71561:1.71015_5.199-2.480	0.325_1.70359:1.62710_1.021-0.532-0.322-0.132-0.086-0.084-0.098
HB9_D5_16O-7-3996-140-EFGH	 0.345_1.75798:1.73323_0.000-0.033-0.083-0.213-0.418-1.324	6.338_1.72796:1.72796_6.338	17.406_1.72140:1.71594_16.324-18.488	12.733_1.71048:1.71048_12.733	1.674_1.70501:1.65931_6.406-2.771-0.000-1.007-0.535-0.434-0.562
HB9_D5_18O-7-4011-146-IJKL	 1.490_1.75774:1.73170_0.082-0.526-0.820-1.650-4.373	12.543_1.72624:1.72624_12.543	18.770_1.72097:1.71659_19.799-17.742	11.368_1.71004:1.71004_11.368	1.323_1.70348:1.62609_4.612-1.861-1.074-0.525-0.369-0.326-0.493
HC9_D1_16O-7-3997-138-EFGH	 0.873_1.75593:1.73080_0.061-0.123-0.255-0.730-3.196	9.818_1.72534:1.72534_9.818	12.307_1.72097:1.71659_13.660-10.954	5.918_1.71113:1.71113_5.918	0.920_1.70457:1.66196_2.864-1.582-0.822-0.457-0.319-0.202-0.196
HC9_D1_18O-7-4012-133-ABCD	 3.206_1.75899:1.72968_0.000-0.151-0.569-1.911-6.004-10.604	15.002_1.72422:1.72422_15.002	10.130_1.71875:1.71875_10.130	5.223_1.71220:1.71220_5.223	0.778_1.70583:1.66013_2.417-1.317-0.706-0.408-0.226-0.183-0.188
HC9_D3_16O-7-3999-137-EFGH	 1.075_1.75563:1.73159_0.037-0.086-0.301-0.944-4.008	18.434_1.72722:1.72722_18.434	30.650_1.72176:1.72176_30.650	17.813_1.71520:1.70884_22.867-12.758	1.898_1.70337:1.63671_5.194-3.473-2.443-1.081-0.511-0.338-0.249
HC9_D3_18O-7-4014-132-EFGH	 3.435_1.75525:1.73031_0.461-1.190-2.366-4.753-8.405	13.006_1.72485:1.72485_13.006	13.001_1.72047:1.72047_13.001	7.415_1.71392:1.70845_9.425-5.405	0.932_1.70299:1.66603_2.623-1.223-0.716-0.471-0.276-0.283
HC9_D5_16O-7-4001-137-IJKL	 0.438_1.75940:1.73536_0.000-0.054-0.148-0.465-1.522	11.070_1.72881:1.72353_7.332-14.809	15.496_1.71698:1.71698_15.496	9.580_1.71261:1.71261_9.580	1.546_1.70714:1.66343_5.142-2.617-1.466-0.758-0.371-0.217-0.251
